GeneID	GeneSymbol	median_z_score
29941	PKN3	-0.04
3707	ITPKB	-0.05
8503	PIK3R3	-0.05
9252	RPS6KA5	-0.05
79705	LRRK1	-0.05
115701	ALPK2	-0.05
10128	LRPPRC	-0.06
55351	STK32B	-0.06
1432	MAPK14	-0.07
8525	DGKZ	-0.07
54103	PION	-0.07
55561	CDC42BPG	-0.07
27330	RPS6KA6	-0.08
55500	ETNK1	-0.08
79934	ADCK4	-0.08
90956	ADCK2	-0.08
132	ADK	-0.09
2043	EPHA4	-0.09
5214	PFKP	-0.09
8527	DGKD	-0.09
660	BMX	-0.1
818	CAMK2G	-0.1
1796	DOK1	-0.1
65266	WNK4	-0.1
10000	AKT3	-0.11
92335	STRADA	-0.11
25	ABL1	-0.12
801	CALM1	-0.12
80201	HKDC1	-0.12
84451	KIAA1804	-0.12
2932	GSK3B	-0.13
5607	MAP2K5	-0.13
84446	BRSK1	-0.13
5583	PRKCH	-0.14
51265	CDKL3	-0.14
138474	TAF1L	-0.14
94	ACVRL1	-0.15
1459	CSNK2A2	-0.15
5163	PDK1	-0.15
5588	PRKCQ	-0.15
5599	MAPK8	-0.15
4832	NME3	-0.16
6199	RPS6KB2	-0.16
8566	PDXK	-0.16
9463	PICK1	-0.16
54998	AURKAIP1	-0.16
8877	SPHK1	-0.17
55312	RFK	-0.17
55589	BMP2K	-0.17
3611	ILK	-0.18
27148	STK36	-0.18
83903	GSG2	-0.18
1609	DGKQ	-0.19
3716	JAK1	-0.19
8576	STK16	-0.19
10461	MERTK	-0.19
64089	SNX16	-0.19
64768	IPPK	-0.19
79858	NEK11	-0.19
117283	IP6K3	-0.19
4598	MVK	-0.2
5293	PIK3CD	-0.2
9020	MAP3K14	-0.2
9149	DYRK1B	-0.2
10114	HIPK3	-0.2
5128	PCTK2	-0.21
4751	NEK2	-0.22
5578	PRKCA	-0.22
9833	MELK	-0.22
9902	MRC2	-0.22
23031	MAST3	-0.22
701	BUB1B	-0.23
3984	LIMK1	-0.23
4296	MAP3K11	-0.23
5232	PGK2	-0.23
5580	PRKCD	-0.23
5602	MAPK10	-0.23
8550	MAPKAPK5	-0.23
8844	KSR1	-0.23
2011	MARK2	-0.24
2046	EPHA8	-0.24
4067	LYN	-0.24
5568	PRKACG	-0.24
11252	PACSIN2	-0.24
23043	TNIK	-0.24
202374	STK32A	-0.24
5593	PRKG2	-0.25
23387	SIK3	-0.25
53354	PANK1	-0.25
23049	SMG1	-0.26
23729	SHPK	-0.26
26524	LATS2	-0.26
55361	PI4K2A	-0.26
143098	MPP7	-0.26
5287	PIK3C2B	-0.27
8621	CDC2L5	-0.27
160851	DGKH	-0.27
1607	DGKB	-0.28
3654	IRAK1	-0.28
4117	MAK	-0.28
5631	PRPS1	-0.28
23548	TTC33	-0.28
27347	STK39	-0.28
56911	MAP3K7CL	-0.28
83694	RPS6KL1	-0.28
114836	SLAMF6	-0.28
1160	CKMT2	-0.29
4900	NRGN	-0.29
23012	STK38L	-0.29
54899	PXK	-0.29
58496	LY6G5B	-0.29
341676	NEK5	-0.29
23129	PLXND1	-0.3
50808	AK3	-0.3
51086	TNNI3K	-0.3
3645	INSRR	-0.31
255239	ANKK1	-0.31
1021	CDK6	-0.32
5566	PRKACA	-0.32
9641	IKBKE	-0.32
1196	CLK2	-0.33
2064	ERBB2	-0.33
6725	SRMS	-0.33
27231	ITGB1BP3	-0.33
65220	NADK	-0.33
8999	CDKL2	-0.34
5587	PRKD1	-0.35
28996	HIPK2	-0.35
51678	MPP6	-0.35
158798	AKAP14	-0.35
5597	MAPK6	-0.36
10733	PLK4	-0.36
558	AXL	-0.37
27102	EIF2AK1	-0.37
983	CDC2	-0.38
1024	CDK8	-0.38
5108	PCM1	-0.38
7444	VRK2	-0.38
81629	TSSK3	-0.38
699	BUB1	-0.39
5292	PIM1	-0.4
5364	PLXNB1	-0.4
5747	PTK2	-0.4
6198	RPS6KB1	-0.4
140609	NEK7	-0.4
204851	HIPK1	-0.4
80342	TRAF3IP3	-0.41
147746	HIPK4	-0.41
1263	PLK3	-0.42
2185	PTK2B	-0.43
2321	FLT1	-0.43
2987	GUK1	-0.43
64122	FN3K	-0.43
80025	PANK2	-0.44
1612	DAPK1	-0.45
2475	FRAP1	-0.45
5562	PRKAA1	-0.46
6195	RPS6KA1	-0.46
89882	TPD52L3	-0.46
340371	NRBP2	-0.46
3480	IGF1R	-0.47
5315	PKM2	-0.47
10270	AKAP8	-0.47
51727	CMPK1	-0.47
79012	CAMKV	-0.47
91156	IGFN1	-0.47
93	ACVR2B	-0.48
9625	AATK	-0.48
54101	RIPK4	-0.48
55359	STYK1	-0.49
54981	NMRK1	-0.49999999999999994
815	CAMK2A	-0.5
5062	PAK2	-0.5
208	AKT2	-0.51
1716	DGUOK	-0.51
5584	PRKCI	-0.51
7535	ZAP70	-0.51
166614	DCLK2	-0.51
5063	PAK3	-0.52
23604	DAPK2	-0.52
282974	STK32C	-0.52
4915	NTRK2	-0.54
55781	RIOK2	-0.54
1020	CDK5	-0.55
132158	GLYCTK	-0.55
2585	GALK2	-0.56
4214	MAP3K1	-0.56
816	CAMK2B	-0.57
22848	AAK1	-0.57
5604	MAP2K1	-0.59
2261	FGFR3	-0.6
5592	PRKG1	-0.6
5596	MAPK4	-0.6
5601	MAPK9	-0.6
6300	MAPK12	-0.6
55750	AGK	-0.6
4355	MPP2	-0.61
5164	PDK2	-0.61
780	DDR1	-0.62
6714	SRC	-0.62
9064	MAP3K6	-0.62
11200	CHEK2	-0.62
1198	CLK3	-0.63
6788	STK3	-0.63
8395	PIP5K1B	-0.63
8798	DYRK4	-0.63
114783	LMTK3	-0.63
5754	PTK7	-0.64
127933	UHMK1	-0.64
7443	VRK1	-0.66
83440	ADPGK	-0.68
2646	GCKR	-0.69
6093	ROCK1	-0.69
805	CALM2	-0.71
5290	PIK3CA	-0.72
5832	ALDH18A1	-0.72
8317	CDC7	-0.72
57147	SCYL3	-0.72
5603	MAPK13	-0.73
9448	MAP4K4	-0.75
657	BMPR1A	-0.76
659	BMPR2	-0.77
2268	FGR	-0.77
8295	TRRAP	-0.77
640	BLK	-0.78
1455	CSNK1G2	-0.78
4752	NEK3	-0.78
6259	RYK	-0.78
5294	PIK3CG	-0.79
5753	PTK6	-0.79
50488	MINK1	-0.79
9212	AURKB	-0.8
92	ACVR2A	-0.81
10256	CNKSR1	-0.81
204	AK2	-0.82
9807	IP6K1	-0.82
65061	CDK15	-0.83
203054	ADCK5	-0.83
10201	NME6	-0.84
4145	MATK	-0.85
57761	TRIB3	-0.85
158067	AK8	-0.85
1453	CSNK1D	-0.87
3795	KHK	-0.87
29922	NME7	-0.87
55300	PI4K2B	-0.87
440275	EIF2AK4	-0.87
5609	MAP2K7	-0.88
84630	TTBK1	-0.88
3656	IRAK2	-0.89
8476	CDC42BPA	-0.89
4215	MAP3K3	-0.91
29959	NRBP1	-0.91
1436	CSF1R	-0.92
197258	FUK	-0.92
1022	CDK7	-0.93
56990	CDC42SE2	-0.93
146057	TTBK2	-0.93
9344	TAOK2	-0.94
65268	WNK2	-0.94
2045	EPHA7	-0.95
81788	NUAK2	-0.95
28951	TRIB2	-0.96
2263	FGFR2	-0.97
29904	EEF2K	-0.98
23617	TSSK2	-0.99
7006	TEC	-1
23396	PIP5K1C	-1
83942	TSSK1B	-1
5608	MAP2K6	-1.02
57787	MARK4	-1.02
5313	PKLR	-1.03
23654	PLXNB2	-1.03
4919	ROR1	-1.04
11329	STK38	-1.04
8899	PRPF4B	-1.05
8767	RIPK2	-1.06
6789	STK4	-1.11
2048	EPHB2	-1.18
3985	LIMK2	-1.19
56924	PAK6	-1.19
22858	ICK	-1.21
65018	PINK1	-1.21
83549	UCK1	-1.21
10188	TNK2	-1.22
5218	CDK14	-1.23
29763	PACSIN3	-1.27
91584	PLXNA4	-1.29
5298	PI4KB	-1.32
8408	ULK1	-1.33
65125	WNK1	-1.34
7465	WEE1	-1.36
60385	TSKS	-1.4
1111	CHEK1	-1.43
1452	CSNK1A1	-1.43
3099	HK2	-1.46
8711	TNK1	-1.5
9262	STK17B	-1.53
7272	TTK	-1.55
984	CDK11B	-1.57
4486	MST1R	-1.57
6790	AURKA	-1.58
2065	ERBB3	-1.62
4833	NME4	-1.64
5347	PLK1	-1.68
23677	SH3BP4	-1.71
5591	PRKDC	-1.77
51755	CRKRS	-1.77
1841	DTYMK	-1.89
118788	PIK3AP1	-2.01
7083	TK1	-3.08
