GeneID	GeneSymbol	median_z_score
285220	EPHA6	0.48
6196	RPS6KA2	0.47
65018	PINK1	0.47
138474	TAF1L	0.46
4900	NRGN	0.45
5361	PLXNA1	0.45
26289	AK5	0.45
114783	LMTK3	0.45
1152	CKB	0.44
4117	MAK	0.44
5164	PDK2	0.44
5753	PTK6	0.43
5289	PIK3C3	0.42
28951	TRIB2	0.42
81629	TSSK3	0.42
4598	MVK	0.41
7294	TXK	0.41
56155	TEX14	0.41
283629	TSSK4	0.41
55781	RIOK2	0.4
1018	CDK3	0.39
2932	GSK3B	0.39
57538	ALPK3	0.39
816	CAMK2B	0.38
2268	FGR	0.38
10000	AKT3	0.38
51265	CDKL3	0.38
780	DDR1	0.37
1841	DTYMK	0.37
5166	PDK4	0.37
9833	MELK	0.37
10270	AKAP8	0.37
143098	MPP7	0.37
558	AXL	0.36
2710	GK	0.36
5108	PCM1	0.36
124923	FLJ25006	0.36
203054	ADCK5	0.36
818	CAMK2G	0.35
2261	FGFR3	0.35
8536	CAMK1	0.35
9261	MAPKAPK2	0.35
2260	FGFR1	0.34
2585	GALK2	0.34
83931	STK40	0.34
4215	MAP3K3	0.33
10922	FASTK	0.33
23613	ZMYND8	0.33
23617	TSSK2	0.33
51678	MPP6	0.33
55561	CDC42BPG	0.33
92	ACVR2A	0.32
2043	EPHA4	0.32
2047	EPHB1	0.32
3643	INSR	0.31
11329	STK38	0.31
139728	PNCK	0.31
7048	TGFBR2	0.3
53834	FGFRL1	0.3
81788	NUAK2	0.3
2534	FYN	0.29
9451	EIF2AK3	0.29
84630	TTBK1	0.29
131890	GRK7	0.29
55450	CAMK2N1	0.28
83549	UCK1	0.28
3099	HK2	0.27
340371	NRBP2	0.27
1432	MAPK14	0.25
4139	MARK1	0.25
5593	PRKG2	0.25
9902	MRC2	0.25
23683	PRKD3	0.25
10420	TESK2	0.24
56990	CDC42SE2	0.24
60385	TSKS	0.24
166614	DCLK2	0.24
2322	FLT3	0.23
2475	FRAP1	0.23
2868	GRK4	0.23
9252	RPS6KA5	0.23
55224	ETNK2	0.23
57410	SCYL1	0.23
284086	NEK8	0.23
208	AKT2	0.22
1613	DAPK3	0.22
2264	FGFR4	0.22
8573	CASK	0.22
11035	RIPK3	0.22
57144	PAK7	0.22
5261	PHKG2	0.21
54963	UCKL1	0.21
139189	DGKK	0.21
814	CAMK4	0.2
5979	RET	0.2
9590	AKAP12	0.2
2321	FLT1	0.19
5681	PSKH1	0.19
25778	DSTYK	0.19
283284	IGSF22	0.19
5580	PRKCD	0.18
6199	RPS6KB2	0.18
8382	NME5	0.18
8394	PIP5K1A	0.18
8525	DGKZ	0.18
1796	DOK1	0.17
5600	MAPK11	0.17
29941	PKN3	0.17
55872	PBK	0.17
5291	PIK3CB	0.16
5562	PRKAA1	0.16
5597	MAPK6	0.16
10769	PLK2	0.16
11040	PIM2	0.16
80851	SH3BP5L	0.16
6733	SRPK2	0.15
27330	RPS6KA6	0.15
83942	TSSK1B	0.15
4751	NEK2	0.14
5127	PCTK1	0.14
6011	GRK1	0.14
7016	TESK1	0.14
9641	IKBKE	0.14
50808	AK3	0.14
64122	FN3K	0.14
5602	MAPK10	0.13
9863	MAGI2	0.13
29763	PACSIN3	0.13
122481	AK7	0.13
7083	TK1	0.12
8844	KSR1	0.12
10298	PAK4	0.12
27231	ITGB1BP3	0.12
132158	GLYCTK	0.12
344387	CDKL4	0.12
3717	JAK2	0.11
7465	WEE1	0.11
8558	CDK10	0.11
10494	STK25	0.11
91584	PLXNA4	0.11
699	BUB1	0.1
2051	EPHB6	0.1
3055	HCK	0.1
91807	MYLK3	0.1
1019	CDK4	0.09
2042	EPHA3	0.09
55229	PANK4	0.09
1445	CSK	0.08
1606	DGKA	0.08
1612	DAPK1	0.08
2044	EPHA5	0.08
5170	PDPK1	0.08
5891	MOK	0.08
6098	ROS1	0.08
8476	CDC42BPA	0.08
9748	SLK	0.08
83903	GSG2	0.08
25	ABL1	0.07
93	ACVR2B	0.07
5591	PRKDC	0.07
5606	MAP2K3	0.07
9060	PAPSS2	0.07
29922	NME7	0.07
50488	MINK1	0.07
65061	CDK15	0.07
84446	BRSK1	0.07
150094	SIK1	0.07
1159	CKMT1B	0.06
2049	EPHB3	0.06
5165	PDK3	0.06
10595	ERN2	0.06
1457	CSNK2A1	0.05
1607	DGKB	0.05
2987	GUK1	0.05
5610	EIF2AK2	0.05
53944	CSNK1G1	0.05
91156	IGFN1	0.05
4216	MAP3K4	0.04
23548	TTC33	0.04
91	ACVR1B	0.03
695	BTK	0.03
1022	CDK7	0.03
3706	ITPKA	0.03
5129	PCTK3	0.03
5260	PHKG1	0.03
6197	RPS6KA3	0.03
9201	DCLK1	0.03
9578	CDC42BPB	0.03
26993	AKAP8L	0.03
147746	HIPK4	0.03
1017	CDK2	0.02
5058	PAK1	0.02
7371	UCK2	0.02
23178	PASK	0.02
65125	WNK1	0.02
115701	ALPK2	0.02
5290	PIK3CA	0.01
5293	PIK3CD	0.01
1020	CDK5	0
6195	RPS6KA1	-0
8569	MKNK1	0
10128	LRPPRC	0
10519	CIB1	-0
54861	SNRK	0
1158	CKM	-0.01
1956	EGFR	-0.01
3707	ITPKB	-0.01
6198	RPS6KB1	-0.01
8491	MAP4K3	-0.01
23552	CCRK	-0.01
51776	ZAK	-0.01
65975	STK33	-0.01
347359	BMP2KL	-0.01
5635	PRPSAP1	-0.02
8767	RIPK2	-0.02
55577	NAGK	-0.02
4214	MAP3K1	-0.03
5603	MAPK13	-0.03
6872	TAF1	-0.03
8621	CDC2L5	-0.03
26750	RPS6KC1	-0.03
149420	PDIK1L	-0.03
815	CAMK2A	-0.04
1454	CSNK1E	-0.04
9706	ULK2	-0.04
10295	BCKDK	-0.04
25865	PRKD2	-0.04
3795	KHK	-0.05
8737	RIPK1	-0.05
23012	STK38L	-0.05
84451	KIAA1804	-0.05
160851	DGKH	-0.05
204	AK2	-0.06
127933	UHMK1	-0.06
7175	TPR	-0.07
9223	MAGI1	-0.07
9467	SH3BP5	-0.07
54899	PXK	-0.07
1456	CSNK1G3	-0.1
4355	MPP2	-0.1
8986	RPS6KA4	-0.1
9064	MAP3K6	-0.1
120892	LRRK2	-0.1
260425	MAGI3	-0.1
157	ADRBK2	-0.11
6300	MAPK12	-0.11
23387	SIK3	-0.11
55277	FGGY	-0.11
146057	TTBK2	-0.11
3718	JAK3	-0.12
5563	PRKAA2	-0.12
5608	MAP2K6	-0.12
6725	SRMS	-0.12
6885	MAP3K7	-0.12
8526	DGKE	-0.12
10645	CAMKK2	-0.12
11252	PACSIN2	-0.12
255239	ANKK1	-0.12
2584	GALK1	-0.13
2869	GRK5	-0.13
5156	PDGFRA	-0.13
5587	PRKD1	-0.13
11200	CHEK2	-0.13
30811	HUNK	-0.13
54103	PION	-0.13
54986	ULK4	-0.13
7046	TGFBR1	-0.14
8899	PRPF4B	-0.14
55300	PI4K2B	-0.14
79705	LRRK1	-0.14
112464	PRKCDBP	-0.14
5592	PRKG1	-0.15
415116	PIM3	-0.15
1459	CSNK2A2	-0.16
5583	PRKCH	-0.16
5599	MAPK8	-0.16
6446	SGK1	-0.16
6850	SYK	-0.16
7525	YES1	-0.16
91754	NEK9	-0.16
2870	GRK6	-0.17
3791	KDR	-0.17
55437	STRADB	-0.17
369	ARAF	-0.18
1969	EPHA2	-0.18
4919	ROR1	-0.18
6714	SRC	-0.18
9465	AKAP7	-0.18
57761	TRIB3	-0.18
79877	DCAKD	-0.18
84284	NTPCR	-0.18
167359	NIM1	-0.18
156	ADRBK1	-0.19
5163	PDK1	-0.19
5590	PRKCZ	-0.19
9258	MFHAS1	-0.19
10110	SGK2	-0.19
10221	TRIB1	-0.19
58538	MPP4	-0.19
673	BRAF	-0.2
2646	GCKR	-0.2
8550	MAPKAPK5	-0.2
30849	PIK3R4	-0.2
154043	CNKSR3	-0.2
7084	TK2	-0.21
10087	COL4A3BP	-0.21
10461	MERTK	-0.21
29904	EEF2K	-0.21
79906	MORN1	-0.21
136371	ASB10	-0.21
1119	CHKA	-0.22
51231	VRK3	-0.22
130399	ACVR1C	-0.22
3705	ITPK1	-0.23
5567	PRKACB	-0.23
9891	NUAK1	-0.23
5598	MAPK7	-0.24
8631	SKAP1	-0.24
8999	CDKL2	-0.24
54101	RIPK4	-0.24
57172	CAMK1G	-0.24
54981	NMRK1	-0.245
2041	EPHA1	-0.25
4296	MAP3K11	-0.25
4342	MOS	-0.25
4920	ROR2	-0.25
5305	PIP4K2A	-0.25
29110	TBK1	-0.25
89882	TPD52L3	-0.25
2263	FGFR2	-0.26
23118	MAP3K7IP2	-0.26
169436	C9orf96	-0.26
203447	NRK	-0.26
2645	GCK	-0.27
55351	STK32B	-0.27
640	BLK	-0.28
5159	PDGFRB	-0.28
9162	DGKI	-0.28
57551	TAOK1	-0.28
84930	MASTL	-0.28
8798	DYRK4	-0.29
10114	HIPK3	-0.29
23678	SGK3	-0.29
80201	HKDC1	-0.29
203	AK1	-0.3
914	CD2	-0.3
5213	PFKM	-0.3
22848	AAK1	-0.3
5584	PRKCI	-0.31
5585	PKN1	-0.31
5634	PRPS2	-0.31
5894	RAF1	-0.31
7786	MAP3K12	-0.31
23677	SH3BP4	-0.32
26228	STAP1	-0.32
27102	EIF2AK1	-0.32
341676	NEK5	-0.32
2872	MKNK2	-0.33
9020	MAP3K14	-0.33
51701	NLK	-0.33
1633	DCK	-0.34
4217	MAP3K5	-0.34
8395	PIP5K1B	-0.34
10733	PLK4	-0.34
11213	IRAK3	-0.34
65267	WNK3	-0.34
4832	NME3	-0.35
22983	MAST1	-0.35
197259	MLKL	-0.36
221823	PRPS1L1	-0.36
283455	KSR2	-0.36
472	ATM	-0.37
5579	PRKCB	-0.37
9448	MAP4K4	-0.37
9829	DNAJC6	-0.37
25989	ULK3	-0.37
658	BMPR1B	-0.38
1760	DMPK	-0.38
2712	GK2	-0.38
4831	NME2	-0.38
1263	PLK3	-0.39
5601	MAPK9	-0.39
6041	RNASEL	-0.39
7006	TEC	-0.39
9263	STK17A	-0.39
23235	SIK2	-0.39
51232	CRIM1	-0.39
90	ACVR1	-0.4
207	AKT1	-0.4
4067	LYN	-0.4
5588	PRKCQ	-0.4
5756	TWF1	-0.4
269	AMHR2	-0.41
801	CALM1	-0.41
4293	MAP3K9	-0.41
83732	RIOK1	-0.41
2064	ERBB2	-0.42
5230	PGK1	-0.42
10783	NEK6	-0.42
79810	PTCD2	-0.42
132	ADK	-0.43
2046	EPHA8	-0.43
5604	MAP2K1	-0.43
7443	VRK1	-0.43
8814	CDKL1	-0.43
9475	ROCK2	-0.43
23129	PLXND1	-0.43
51135	IRAK4	-0.43
3098	HK1	-0.44
3815	KIT	-0.44
9874	TLK1	-0.44
85481	PSKH2	-0.44
2444	FRK	-0.45
5315	PKM2	-0.45
6794	STK11	-0.45
11344	TWF2	-0.45
8576	STK16	-0.46
225689	MAPK15	-0.46
1147	CHUK	-0.47
5292	PIM1	-0.47
27148	STK36	-0.47
347736	NME9	-0.47
2066	ERBB4	-0.48
5365	PLXNB3	-0.48
55312	RFK	-0.48
253430	IPMK	-0.48
5062	PAK2	-0.49
7301	TYRO3	-0.49
11011	TLK2	-0.49
23300	ATMIN	-0.49
140901	STK35	-0.49
6732	SRPK1	-0.5
23043	TNIK	-0.51
51086	TNNI3K	-0.51
8517	IKBKG	-0.52
114836	SLAMF6	-0.52
5063	PAK3	-0.53
9625	AATK	-0.53
114790	STK11IP	-0.53
2081	ERN1	-0.54
4354	MPP1	-0.54
4593	MUSK	-0.54
6093	ROCK1	-0.54
3551	IKBKB	-0.55
8444	DYRK3	-0.55
9061	PAPSS1	-0.55
3656	IRAK2	-0.56
4830	NME1	-0.57
3645	INSRR	-0.58
5586	PKN2	-0.59
6792	CDKL5	-0.59
55500	ETNK1	-0.59
55620	STAP2	-0.59
1609	DGKQ	-0.6
5214	PFKP	-0.6
6102	RP2	-0.6
6502	SKP2	-0.6
11113	CIT	-0.6
1196	CLK2	-0.61
8428	STK24	-0.61
64080	RBKS	-0.61
64799	IQCH	-0.61
79837	PIP4K2C	-0.61
80216	ALPK1	-0.61
374872	C19orf35	-0.61
2242	FES	-0.63
8408	ULK1	-0.63
28996	HIPK2	-0.63
80342	TRAF3IP3	-0.64
545	ATR	-0.65
1326	MAP3K8	-0.65
2241	FER	-0.65
3985	LIMK2	-0.65
5157	PDGFRL	-0.65
7867	MAPKAPK3	-0.65
27	ABL2	-0.66
5566	PRKACA	-0.67
1453	CSNK1D	-0.68
80852	GRIP2	-0.68
4750	NEK1	-0.69
80122	MAP3K19	-0.7
51447	IP6K2	-0.72
2065	ERBB3	-0.73
5594	MAPK1	-0.74
10654	PMVK	-0.75
83440	ADPGK	-0.75
8527	DGKD	-0.78
9088	PKMYT1	-0.79
51765	MST4	-0.8
5589	PRKCSH	-0.82
26007	DAK	-0.82
55681	SCYL2	-0.84
8649	MAPKSP1	-0.85
79934	ADCK4	-0.85
10201	NME6	-0.86
284656	EPHA10	-0.86
8566	PDXK	-0.87
158798	AKAP14	-0.87
3984	LIMK1	-0.9
51530	ZC3HC1	-0.9
5631	PRPS1	-0.91
4246	SCGB2A1	-0.93
84254	CAMKK1	-0.94
9942	XYLB	-0.97
64781	CERK	-0.97
122011	CSNK1A1L	-0.98
3611	ILK	-0.99
3654	IRAK1	-1.01
1455	CSNK1G2	-1.02
5582	PRKCG	-1.02
22858	ICK	-1.02
8780	RIOK3	-1.05
56924	PAK6	-1.05
3101	HK3	-1.06
5581	PRKCE	-1.06
152110	NEK10	-1.06
4638	MYLK	-1.07
55558	PLXNA3	-1.11
1859	DYRK1A	-1.15
6789	STK4	-1.16
9149	DYRK1B	-1.17
3716	JAK1	-1.19
2324	FLT4	-1.2
83983	TSSK6	-1.22
4921	DDR2	-1.23
5747	PTK2	-1.23
6259	RYK	-1.24
55359	STYK1	-1.25
57396	CLK4	-1.26
5232	PGK2	-1.33
10746	MAP3K2	-1.33
805	CALM2	-1.36
10154	PLXNC1	-1.36
388228	SBK1	-1.37
22853	LMTK2	-1.41
79646	PANK3	-1.48
4916	NTRK3	-1.5
57118	CAMK1D	-1.5
23139	MAST2	-1.52
1452	CSNK1A1	-1.54
5596	MAPK4	-1.54
9943	OXSR1	-1.57
140609	NEK7	-1.58
83694	RPS6KL1	-1.67
6787	NEK4	-1.68
130106	CIB4	-1.72
657	BMPR1A	-1.79
5287	PIK3C2B	-1.91
54981	C9orf95	-1.91
4486	MST1R	-1.99
1111	CHEK1	-2.1
94	ACVRL1	-2.26
5595	MAPK3	-2.3
