GeneID	GeneSymbol	median_z_score
5527	PPP2R5C	0.65
221120	ALKBH3	0.63
5429	POLH	0.63
4361	MRE11A	0.62
10397	NDRG1	0.61
144715	RAD9B	0.61
25	ABL1	0.61
50484	RRM2B	0.61
28990	ASTE1	0.6
353497	POLN	0.6
79677	SMC6	0.59
1263	PLK3	0.58
641	BLM	0.58
9100	USP10	0.58
10309	CCNO	0.56
9538	EI24	0.56
11011	TLK2	0.55
11277	TREX1	0.55
51567	TDP2	0.55
5663	PSEN1	0.55
11044	POLS	0.54
22925	PLA2R1	0.54
3508	IGHMBP2	0.54
571	BACH1	0.54
55775	TDP1	0.53
135458	HUS1B	0.52
27343	POLL	0.52
56154	TEX15	0.52
64210	MMS19	0.52
2189	FANCG	0.51
2967	GTF2H3	0.51
11073	TOPBP1	0.5
55010	C12orf48	0.5
9766	KIAA0247	0.5
25946	ZNF385A	0.48
57599	WDR48	0.48
10451	VAV3	0.47
27030	MLH3	0.46
283899	INO80E	0.46
54929	TMEM161A	0.46
675	BRCA2	0.46
7917	BAT3	0.46
84266	ALKBH7	0.45
3978	LIG1	0.44
119392	SFR1	0.43
728340	GTF2H2C	0.43
10973	ASCC3	0.42
23409	SIRT4	0.42
23514	KIAA0146	0.42
4436	MSH2	0.41
599	BCL2L2	0.41
672	BRCA1	0.41
6880	TAF9	0.4
9320	TRIP12	0.39
3014	H2AFX	0.38
6591	SNAI2	0.38
7334	UBE2N	0.38
79068	FTO	0.38
9156	EXO1	0.38
55544	RBM38	0.37
6596	HLTF	0.37
79035	OBFC2B	0.37
9031	BAZ1B	0.37
201973	CCDC111	0.36
57804	POLD4	0.36
79913	ACTR5	0.36
151636	DTX3L	0.35
1643	DDB2	0.35
64782	AEN	0.35
125150	ZSWIM7	0.34
64421	DCLRE1C	0.34
7516	XRCC2	0.34
10538	BATF	0.32
25788	RAD54B	0.32
3665	IRF7	0.32
4170	MCL1	0.32
1653	DDX1	0.31
79728	PALB2	0.31
2068	ERCC2	0.3
4439	MSH5	0.3
57646	USP28	0.3
6794	STK11	0.3
7913	DEK	0.29
1493	CTLA4	0.28
5531	PPP4C	0.28
7415	VCP	0.28
79661	NEIL1	0.28
7979	SHFM1	0.28
11200	CHEK2	0.27
26270	FBXO6	0.27
27244	SESN1	0.26
51426	POLK	0.26
5387	PMS2L3	0.26
7486	WRN	0.25
9665	KIAA0430	0.25
1054	CEBPG	0.24
253714	MMS22L	0.24
348654	GEN1	0.24
4292	MLH1	0.24
6047	RNF4	0.24
7507	XPA	0.24
10116	FEM1B	0.23
286053	NSMCE2	0.23
836	CASP3	0.23
84464	SLX4	0.22
9985	REC8	0.22
10075	HUWE1	0.21
29935	RPA4	0.21
5295	PIK3R1	0.21
57551	TAOK1	0.21
2188	FANCF	0.2
2308	FOXO1	0.2
3162	HMOX1	0.2
5929	RBBP5	0.2
8438	RAD54L	0.2
1161	ERCC8	0.19
25896	INTS7	0.19
598	BCL2L1	0.19
84446	BRSK1	0.19
8563	THOC5	0.19
200734	SPRED2	0.18
27429	HTRA2	0.17
254528	C16orf73	0.16
55247	NEIL3	0.16
142	PARP1	0.15
1854	DUT	0.15
5424	POLD1	0.15
5595	MAPK3	0.15
84268	RPAIN	0.15
9960	USP3	0.15
286257	C9orf142	0.14
57805	KIAA1967	0.14
5980	REV3L	0.14
7528	YY1	0.14
8450	CUL4B	0.14
7517	XRCC3	0.13
842	CASP9	0.13
2765	GML	0.12
2968	GTF2H4	0.12
51548	SIRT6	0.12
54780	NSMCE4A	0.12
22976	PAXIP1	0.11
4750	NEK1	0.11
1022	CDK7	0.1
324	APC	0.1
5696	PSMB8	0.1
5984	RFC4	0.1
10039	PARP3	0.09
257218	SHPRH	0.09
4521	NUDT1	0.09
5366	PMAIP1	0.09
7468	WHSC1	0.09
118611	C10orf90	0.08
138151	NACC2	0.08
4487	MSX1	0.08
4913	NTHL1	0.08
4595	MUTYH	0.07
80279	CDK5RAP3	0.07
1112	FOXN3	0.06
4176	MCM7	0.06
5428	POLG	0.06
9319	TRIP13	0.06
112399	EGLN3	0.05
64112	MOAP1	0.05
7141	TNP1	0.05
80233	C17orf70	0.05
9577	BRE	0.05
9656	MDC1	0.05
7319	UBE2A	0.04
1026	CDKN1A	0.03
27141	CIDEB	0.03
4282	MIF	0.03
4332	MNDA	0.03
4437	MSH3	0.03
5721	PSME2	0.03
165918	RNF168	0.02
55611	OTUB1	0.02
597	BCL2A1	0.02
1017	CDK2	0.01
10463	SLC30A9	0.01
28985	MCTS1	0.01
55120	FANCL	0.01
5591	PRKDC	0.01
55929	DMAP1	0.01
64859	OBFC2A	0.01
80169	C17orf68	0.01
100507436	MICA	0
197342	EME2	-0
2176	FANCC	-0
23198	PSME4	-0
3661	IRF3	0
389898	UBE2NL	0
404672	GTF2H5	0
57659	ZBTB4	-0
5886	RAD23A	-0
79791	FBXO31	0
8930	MBD4	0
580	BARD1	-0.01
200558	APLF	-0.02
2178	FANCE	-0.02
5395	PMS2	-0.02
5892	RAD51L3	-0.02
5893	RAD52	-0.02
64326	RFWD2	-0.02
8445	DYRK2	-0.02
92667	MGME1	-0.02
136647	C7orf11	-0.03
3981	LIG4	-0.03
58493	INIP	-0.03
8738	CRADD	-0.03
11232	POLG2	-0.04
143471	PSMA8	-0.04
2794	GNL1	-0.04
51720	UIMC1	-0.04
5715	PSMD9	-0.04
6615	SNAI1	-0.04
6787	NEK4	-0.04
8555	CDC14B	-0.04
8682	PEA15	-0.04
11284	PNKP	-0.05
1396	CRIP1	-0.05
5425	POLD2	-0.05
6498	SKIL	-0.05
8846	ALKBH1	-0.05
23064	SETX	-0.06
3364	HUS1	-0.06
3980	LIG3	-0.06
56852	RAD18	-0.07
7874	USP7	-0.07
375757	C9orf119	-0.08
56776	FMN2	-0.08
9261	MAPKAPK2	-0.08
9937	DCLRE1A	-0.08
9344	TAOK2	-0.09
2547	XRCC6	-0.1
4193	MDM2	-0.1
2073	ERCC5	-0.11
6648	SOD2	-0.11
9923	ZBTB40	-0.11
4862	NPAS2	-0.12
5427	POLE2	-0.12
4331	MNAT1	-0.13
22944	KIN	-0.14
55367	LRDD	-0.15
60561	RINT1	-0.15
65123	INTS3	-0.15
7158	TP53BP1	-0.15
84515	MCM8	-0.15
7153	TOP2A	-0.16
79840	NHEJ1	-0.16
8243	SMC1A	-0.17
9070	ASH2L	-0.17
9401	RECQL4	-0.17
10714	POLD3	-0.18
148581	UBE2U	-0.18
23411	SIRT1	-0.18
22909	MTMR15	-0.19
84303	CHCHD6	-0.2
26574	AATF	-0.21
4067	LYN	-0.21
55031	USP47	-0.21
5706	PSMC6	-0.21
595	CCND1	-0.21
7405	UVRAG	-0.21
9025	RNF8	-0.21
252983	STXBP4	-0.22
4350	MPG	-0.22
204851	HIPK1	-0.23
2140	EYA3	-0.23
23581	CASP14	-0.23
328	APEX1	-0.23
7336	UBE2V2	-0.23
161742	SPRED1	-0.24
5439	POLR2J	-0.24
80820	EEPD1	-0.24
84126	ATRIP	-0.24
7832	BTG2	-0.25
900	CCNG1	-0.26
132671	SPATA18	-0.27
252969	NEIL2	-0.27
4776	NFATC4	-0.27
7320	UBE2B	-0.27
51322	WAC	-0.28
7132	TNFRSF1A	-0.28
7515	XRCC1	-0.28
1027	CDKN1B	-0.3
1647	GADD45A	-0.3
23503	ZFYVE26	-0.3
8517	IKBKG	-0.3
2177	FANCD2	-0.31
5252	PHF1	-0.31
64858	DCLRE1B	-0.31
1386	ATF2	-0.33
220042	C11orf82	-0.33
29089	UBE2T	-0.33
6847	SYCP1	-0.33
2966	GTF2H2	-0.34
4683	NBN	-0.34
6996	TDG	-0.34
1432	MAPK14	-0.35
201254	STRA13	-0.35
23626	SPO11	-0.35
51512	GTSE1	-0.35
54541	DDIT4	-0.35
5965	RECQL	-0.35
2074	ERCC6	-0.36
27113	BBC3	-0.37
7518	XRCC4	-0.37
5432	POLR2C	-0.38
5887	RAD23B	-0.38
7398	USP1	-0.38
7014	TERF2	-0.39
84939	MUM1	-0.39
5380	PMS2L2	-0.4
4221	MEN1	-0.42
4773	NFATC2	-0.42
3090	HIC1	-0.43
5187	PER1	-0.43
6659	SOX4	-0.43
1642	DDB1	-0.44
5889	RAD51C	-0.44
983	CDC2	-0.44
1649	DDIT3	-0.45
57600	FNIP2	-0.45
10635	RAD51AP1	-0.46
28992	MACROD1	-0.47
4194	MDM4	-0.47
54962	TIPIN	-0.47
7919	BAT1	-0.47
55215	FANCI	-0.49
147872	CCDC155	-0.52
11219	TREX2	-0.53
113510	HELQ	-0.53
5710	PSMD4	-0.53
5434	POLR2E	-0.55
151987	PPP4R2	-0.56
254225	RNF169	-0.57
4796	NFKBIL2	-0.57
91801	ALKBH8	-0.57
6119	RPA3	-0.58
7325	UBE2E2	-0.58
56158	TEX12	-0.59
5810	RAD1	-0.59
1655	DDX5	-0.6
51366	UBR5	-0.6
9400	RECQL5	-0.6
50485	SMARCAL1	-0.61
55602	CDKN2AIP	-0.63
54617	INO80	-0.64
5883	RAD9A	-0.64
7520	XRCC5	-0.66
83990	BRIP1	-0.69
201299	RDM1	-0.7
79184	BRCC3	-0.7
9907	KIAA0415	-0.7
29965	CDIP1	-0.71
25988	HINFP	-0.72
5981	RFC1	-0.72
64393	ZMAT3	-0.72
6872	TAF1	-0.72
79858	NEK11	-0.72
9557	CHD1L	-0.72
5431	POLR2B	-0.73
5701	PSMC2	-0.73
8626	TP63	-0.74
126520	PLK5	-0.75
261726	TIPRL	-0.75
84944	MAEL	-0.76
2138	EYA1	-0.77
56916	SMARCAD1	-0.77
5932	RBBP8	-0.79
5888	RAD51	-0.8
83932	C1orf124	-0.83
4609	MYC	-0.85
5720	PSME1	-0.85
8812	CCNK	-0.85
29086	BABAM1	-0.86
5707	PSMD1	-0.86
4287	ATXN3	-0.87
7508	XPC	-0.89
57654	KIAA1530	-0.9
5440	POLR2K	-0.92
55317	C20orf29	-0.93
245711	SPDYA	-0.96
11201	POLI	-0.97
2965	GTF2H1	-0.98
378708	APITD1	-0.99
23645	PPP1R15A	-1
5691	PSMB3	-1
6118	RPA2	-1.01
51776	ZAK	-1.02
6421	SFPQ	-1.03
5433	POLR2D	-1.04
5688	PSMA7	-1.05
5689	PSMB1	-1.05
27434	POLM	-1.06
2175	FANCA	-1.08
5426	POLE	-1.08
55159	RFWD3	-1.11
27033	ZBTB32	-1.12
51499	TRIAP1	-1.12
5705	PSMC5	-1.13
7291	TWIST1	-1.13
9861	PSMD6	-1.13
5708	PSMD2	-1.14
7023	TFAP4	-1.14
146956	EME1	-1.15
5700	PSMC1	-1.17
5713	PSMD7	-1.17
8505	PARG	-1.17
23612	PHLDA3	-1.18
55137	FIGN	-1.18
5111	PCNA	-1.19
80198	MUS81	-1.19
84142	FAM175A	-1.19
57697	FANCM	-1.23
5714	PSMD8	-1.24
51270	TFDP3	-1.26
6839	SUV39H1	-1.26
7316	UBC	-1.26
5709	PSMD3	-1.31
144455	E2F7	-1.32
5687	PSMA6	-1.32
51514	DTL	-1.35
5702	PSMC3	-1.35
5430	POLR2A	-1.37
375748	C9orf102	-1.39
5690	PSMB2	-1.4
6233	RPS27A	-1.4
84893	FBXO18	-1.45
10036	CHAF1A	-1.47
5684	PSMA3	-1.47
199990	C1orf86	-1.48
27301	APEX2	-1.5
8914	TIMELESS	-1.51
23476	BRD4	-1.52
5686	PSMA5	-1.52
5694	PSMB6	-1.52
5695	PSMB7	-1.52
1111	CHEK1	-1.53
5719	PSMD13	-1.53
27339	PRPF19	-1.59
10213	PSMD14	-1.6
126074	C19orf39	-1.6
5692	PSMB4	-1.62
23583	SMUG1	-1.65
5718	PSMD12	-1.67
7311	UBA52	-1.76
6117	RPA1	-1.8
5435	POLR2F	-1.82
5693	PSMB5	-1.84
5438	POLR2I	-1.85
7161	TP73	-1.86
6188	RPS3	-1.9
5437	POLR2H	-1.92
79915	ATAD5	-1.93
5683	PSMA2	-1.97
5685	PSMA4	-1.97
5717	PSMD11	-2.04
5682	PSMA1	-2.05
5704	PSMC4	-2.09
5436	POLR2G	-2.49
56949	XAB2	-2.63
90381	TICRR	-2.85
