GeneID	GeneSymbol	median_z_score
8450	CUL4B	0.46
11232	POLG2	0.45
3980	LIG3	0.45
65123	INTS3	0.45
27339	PRPF19	0.44
28985	MCTS1	0.44
10210	TOPORS	0.43
5395	PMS2	0.43
2794	GNL1	0.42
57804	POLD4	0.42
10459	MAD2L2	0.41
84930	MASTL	0.41
55544	RBM38	0.4
546	ATRX	0.39
57654	KIAA1530	0.39
6880	TAF9	0.38
7320	UBE2B	0.38
10432	RBM14	0.37
5704	PSMC4	0.37
6615	SNAI1	0.37
7132	TNFRSF1A	0.37
254225	RNF169	0.36
7517	XRCC3	0.35
28990	ASTE1	0.34
51514	DTL	0.34
5252	PHF1	0.34
26058	GIGYF2	0.33
64782	AEN	0.33
7919	BAT1	0.33
92667	MGME1	0.33
92815	HIST3H2A	0.33
161742	SPRED1	0.32
23583	SMUG1	0.32
5810	RAD1	0.32
7508	XPC	0.32
596	BCL2	0.31
7507	XPA	0.31
7518	XRCC4	0.31
148581	UBE2U	0.3
2140	EYA3	0.3
22909	MTMR15	0.3
2176	FANCC	0.29
7141	TNP1	0.29
11219	TREX2	0.28
143	PARP4	0.28
5527	PPP2R5C	0.28
55339	WDR33	0.28
6419	SETMAR	0.27
79035	OBFC2B	0.27
8846	ALKBH1	0.27
132671	SPATA18	0.26
4913	NTHL1	0.26
10463	SLC30A9	0.25
11284	PNKP	0.25
27033	ZBTB32	0.25
28992	MACROD1	0.25
55031	USP47	0.25
5720	PSME1	0.25
3162	HMOX1	0.24
4968	OGG1	0.24
56158	TEX12	0.23
641	BLM	0.23
7516	XRCC2	0.23
125150	ZSWIM7	0.22
4331	MNAT1	0.22
5883	RAD9A	0.22
8870	IER3	0.22
91801	ALKBH8	0.22
197370	NSMCE1	0.2
3090	HIC1	0.2
3622	ING2	0.2
9766	KIAA0247	0.2
22944	KIN	0.19
29965	CDIP1	0.19
51246	SHISA5	0.19
245711	SPDYA	0.18
143471	PSMA8	0.17
1493	CTLA4	0.17
2956	MSH6	0.17
5440	POLR2K	0.17
6591	SNAI2	0.17
675	BRCA2	0.17
4332	MNDA	0.16
666	BOK	0.16
7520	XRCC5	0.16
79068	FTO	0.16
10213	PSMD14	0.15
5705	PSMC5	0.15
5892	RAD51L3	0.15
10039	PARP3	0.14
10397	NDRG1	0.14
1196	CLK2	0.14
27429	HTRA2	0.14
7325	UBE2E2	0.14
1022	CDK7	0.13
1653	DDX1	0.13
220042	C11orf82	0.13
2965	GTF2H1	0.13
4287	ATXN3	0.13
64112	MOAP1	0.13
9774	BCLAF1	0.13
1263	PLK3	0.12
571	BACH1	0.12
58493	INIP	0.12
55294	FBXW7	0.11
56916	SMARCAD1	0.11
6839	SUV39H1	0.11
9984	THOC1	0.11
7157	TP53	0.1
5187	PER1	0.09
5433	POLR2D	0.09
5702	PSMC3	0.09
84126	ATRIP	0.09
11073	TOPBP1	0.08
221120	ALKBH3	0.08
5531	PPP4C	0.08
7832	BTG2	0.08
8563	THOC5	0.08
9891	NUAK1	0.08
2237	FEN1	0.07
84690	SPATA22	0.07
10116	FEM1B	0.06
27113	BBC3	0.06
51322	WAC	0.06
5366	PMAIP1	0.06
5699	PSMB10	0.06
5721	PSME2	0.06
283899	INO80E	0.05
322	APBB1	0.05
902	CCNH	0.05
23198	PSME4	0.04
5717	PSMD11	0.04
64326	RFWD2	0.04
375748	C9orf102	0.03
50485	SMARCAL1	0.03
5430	POLR2A	0.03
5706	PSMC6	0.03
201299	RDM1	0.02
204851	HIPK1	0.02
25946	ZNF385A	0.02
56154	TEX15	0.02
5688	PSMA7	0.02
7874	USP7	0.02
2188	FANCF	0.01
7314	UBB	0.01
7515	XRCC1	0.01
1386	ATF2	-0
199990	C1orf86	0
200933	FBXO45	0
252983	STXBP4	-0
400410	ST20	0
4683	NBN	-0
55120	FANCL	0
5711	PSMD5	0
91603	ZNF830	-0
197342	EME2	-0.01
375757	C9orf119	-0.01
4487	MSX1	-0.01
54780	NSMCE4A	-0.01
7336	UBE2V2	-0.01
10538	BATF	-0.02
11144	DMC1	-0.02
5426	POLE	-0.02
64210	MMS19	-0.02
6794	STK11	-0.02
79915	ATAD5	-0.02
84939	MUM1	-0.02
9031	BAZ1B	-0.02
1407	CRY1	-0.03
23137	SMC5	-0.03
254394	MCM9	-0.03
404672	GTF2H5	-0.03
602	BCL3	-0.03
4595	MUTYH	-0.05
57600	FNIP2	-0.05
63979	FIGNL1	-0.05
84303	CHCHD6	-0.05
10038	PARP2	-0.06
5698	PSMB9	-0.06
7374	UNG	-0.06
7917	BAT3	-0.06
79791	FBXO31	-0.06
84266	ALKBH7	-0.07
2765	GML	-0.08
51065	RPS27L	-0.08
51455	REV1	-0.08
9923	ZBTB40	-0.08
10535	RNASEH2A	-0.09
2966	GTF2H2	-0.09
7317	UBA1	-0.09
10017	BCL2L10	-0.1
348654	GEN1	-0.1
6446	SGK1	-0.1
4255	MGMT	-0.11
4862	NPAS2	-0.11
5438	POLR2I	-0.11
595	CCND1	-0.11
6847	SYCP1	-0.11
83695	C12orf32	-0.11
10111	RAD50	-0.12
5929	RBBP5	-0.12
60561	RINT1	-0.12
80854	SETD7	-0.12
9401	RECQL4	-0.12
378708	APITD1	-0.13
51548	SIRT6	-0.13
1017	CDK2	-0.14
254528	C16orf73	-0.14
83666	PARP9	-0.14
8682	PEA15	-0.14
1396	CRIP1	-0.15
331	XIAP	-0.15
54891	INO80D	-0.15
55317	C20orf29	-0.15
5708	PSMD2	-0.15
5980	REV3L	-0.15
7913	DEK	-0.15
84268	RPAIN	-0.15
27301	APEX2	-0.16
84515	MCM8	-0.16
9100	USP10	-0.16
4282	MIF	-0.17
54840	APTX	-0.17
64859	OBFC2A	-0.17
9156	EXO1	-0.17
9665	KIAA0430	-0.17
51720	UIMC1	-0.19
5889	RAD51C	-0.19
2074	ERCC6	-0.2
64858	DCLRE1B	-0.2
842	CASP9	-0.2
4436	MSH2	-0.21
4796	NFKBIL2	-0.21
79858	NEK11	-0.21
2073	ERCC5	-0.22
23612	PHLDA3	-0.22
340533	KIAA2022	-0.22
4361	MRE11A	-0.22
57646	USP28	-0.22
9985	REC8	-0.22
4194	MDM4	-0.24
135458	HUS1B	-0.25
2138	EYA1	-0.25
100507436	MICA	-0.26
23503	ZFYVE26	-0.26
2547	XRCC6	-0.26
25988	HINFP	-0.26
51499	TRIAP1	-0.26
55367	LRDD	-0.27
6659	SOX4	-0.27
8738	CRADD	-0.27
10721	POLQ	-0.28
328	APEX1	-0.28
5379	PMS2L1	-0.28
5387	PMS2L3	-0.28
5701	PSMC2	-0.28
9261	MAPKAPK2	-0.28
10413	YAP1	-0.29
11277	TREX1	-0.29
27434	POLM	-0.29
5428	POLG	-0.29
5983	RFC3	-0.29
7405	UVRAG	-0.29
252969	NEIL2	-0.3
604	BCL6	-0.3
8626	TP63	-0.3
9400	RECQL5	-0.3
11186	RASSF1	-0.31
23581	CASP14	-0.31
64393	ZMAT3	-0.31
27244	SESN1	-0.32
5432	POLR2C	-0.32
8445	DYRK2	-0.32
1161	ERCC8	-0.33
147872	CCDC155	-0.33
2178	FANCE	-0.33
5380	PMS2L2	-0.33
5686	PSMA5	-0.33
9319	TRIP13	-0.34
26270	FBXO6	-0.35
1106	CHD2	-0.36
3364	HUS1	-0.36
5378	PMS1	-0.36
54929	TMEM161A	-0.36
5984	RFC4	-0.36
79840	NHEJ1	-0.36
79913	ACTR5	-0.36
84083	ZRANB3	-0.36
1027	CDKN1B	-0.37
1854	DUT	-0.37
581	BAX	-0.39
6596	HLTF	-0.39
9070	ASH2L	-0.39
121642	ALKBH2	-0.4
4521	NUDT1	-0.4
5886	RAD23A	-0.4
23054	NCOA6	-0.42
5663	PSEN1	-0.42
80198	MUS81	-0.42
11011	TLK2	-0.43
1642	DDB1	-0.43
8555	CDC14B	-0.43
4438	MSH4	-0.44
5434	POLR2E	-0.44
56897	WRNIP1	-0.44
138151	NACC2	-0.45
4776	NFATC4	-0.45
597	BCL2A1	-0.45
7291	TWIST1	-0.45
9874	TLK1	-0.45
22925	PLA2R1	-0.46
10519	CIB1	-0.47
2308	FOXO1	-0.47
126074	C19orf39	-0.48
27343	POLL	-0.48
54617	INO80	-0.48
10036	CHAF1A	-0.49
10451	VAV3	-0.49
1054	CEBPG	-0.49
126520	PLK5	-0.49
55611	OTUB1	-0.49
7468	WHSC1	-0.49
10887	PROKR1	-0.5
51366	UBR5	-0.5
2187	FANCB	-0.51
55159	RFWD3	-0.51
572	BAD	-0.52
51270	TFDP3	-0.53
55137	FIGN	-0.53
23626	SPO11	-0.54
80169	C17orf68	-0.54
5594	MAPK1	-0.55
4439	MSH5	-0.56
5714	PSMD8	-0.56
2967	GTF2H3	-0.57
389643	C8orf80	-0.57
151987	PPP4R2	-0.58
2177	FANCD2	-0.58
136647	C7orf11	-0.59
7153	TOP2A	-0.59
122706	PSMB11	-0.6
200734	SPRED2	-0.6
6648	SOD2	-0.6
25	ABL1	-0.61
8924	HERC2	-0.61
1649	DDIT3	-0.62
57060	PCBP4	-0.62
10635	RAD51AP1	-0.63
51776	ZAK	-0.63
57697	FANCM	-0.63
118611	C10orf90	-0.64
144715	RAD9B	-0.64
6047	RNF4	-0.64
9656	MDC1	-0.64
3981	LIG4	-0.65
9320	TRIP12	-0.65
286053	NSMCE2	-0.66
5427	POLE2	-0.66
3014	H2AFX	-0.67
5982	RFC2	-0.67
6872	TAF1	-0.67
2175	FANCA	-0.68
27030	MLH3	-0.68
5884	RAD17	-0.69
1069	CETN2	-0.71
56776	FMN2	-0.71
57659	ZBTB4	-0.71
6787	NEK4	-0.71
3508	IGHMBP2	-0.73
389898	UBE2NL	-0.73
1643	DDB2	-0.74
5888	RAD51	-0.76
23409	SIRT4	-0.77
6188	RPS3	-0.77
91442	C19orf40	-0.77
10075	HUWE1	-0.78
9577	BRE	-0.78
26574	AATF	-0.8
5436	POLR2G	-0.8
5682	PSMA1	-0.8
4170	MCL1	-0.81
51567	TDP2	-0.81
7415	VCP	-0.81
9557	CHD1L	-0.82
5689	PSMB1	-0.84
8930	MBD4	-0.84
119392	SFR1	-0.87
2189	FANCG	-0.88
9491	PSMF1	-0.88
23064	SETX	-0.89
57599	WDR48	-0.9
8812	CCNK	-0.91
201973	CCDC111	-0.92
5693	PSMB5	-0.93
672	BRCA1	-0.94
9768	KIAA0101	-0.94
201254	STRA13	-0.95
4750	NEK1	-0.96
836	CASP3	-0.98
5887	RAD23B	-0.99
5719	PSMD13	-1
1859	DYRK1A	-1.01
56852	RAD18	-1.01
23645	PPP1R15A	-1.04
5684	PSMA3	-1.06
5985	RFC5	-1.06
23411	SIRT1	-1.08
6917	TCEA1	-1.09
7398	USP1	-1.09
79677	SMC6	-1.09
1647	GADD45A	-1.12
29086	BABAM1	-1.14
5429	POLH	-1.19
64789	EXO5	-1.19
728340	GTF2H2C	-1.2
5932	RBBP8	-1.24
2068	ERCC2	-1.26
5707	PSMD1	-1.26
54541	DDIT4	-1.29
10600	USP16	-1.3
5710	PSMD4	-1.33
7178	TPT1	-1.33
8243	SMC1A	-1.35
84944	MAEL	-1.35
23476	BRD4	-1.37
5893	RAD52	-1.41
80233	C17orf70	-1.5
7979	SHFM1	-1.51
545	ATR	-1.67
9960	USP3	-1.7
10197	PSME3	-1.75
55602	CDKN2AIP	-1.78
55247	NEIL3	-1.79
5431	POLR2B	-1.85
324	APC	-1.88
84142	FAM175A	-1.88
5695	PSMB7	-2.01
5709	PSMD3	-2.04
261726	TIPRL	-2.17
91419	XRCC6BP1	-2.19
580	BARD1	-2.28
22976	PAXIP1	-2.31
5694	PSMB6	-2.63
5687	PSMA6	-7.17
5435	POLR2F	NA
5692	PSMB4	NA
7311	UBA52	NA
90381	TICRR	NA
