GeneID	GeneSymbol	median_z_score
252983	STXBP4	0.41
5682	PSMA1	0.41
22944	KIN	0.4
5888	RAD51	0.4
6794	STK11	0.4
8924	HERC2	0.4
348654	GEN1	0.39
3665	IRF7	0.39
2074	ERCC6	0.38
27339	PRPF19	0.38
51065	RPS27L	0.38
4282	MIF	0.37
118611	C10orf90	0.36
5693	PSMB5	0.36
112399	EGLN3	0.35
23476	BRD4	0.35
5440	POLR2K	0.35
22925	PLA2R1	0.34
5591	PRKDC	0.34
8243	SMC1A	0.33
1112	FOXN3	0.32
151987	PPP4R2	0.32
22909	MTMR15	0.32
2967	GTF2H3	0.32
51347	TAOK3	0.32
9401	RECQL4	0.32
9538	EI24	0.32
11011	TLK2	0.31
5708	PSMD2	0.31
10459	MAD2L2	0.3
2547	XRCC6	0.3
4750	NEK1	0.3
55929	DMAP1	0.3
6839	SUV39H1	0.3
7374	UNG	0.3
900	CCNG1	0.3
92815	HIST3H2A	0.3
597	BCL2A1	0.29
63979	FIGNL1	0.29
6596	HLTF	0.29
7520	XRCC5	0.29
9261	MAPKAPK2	0.29
23583	SMUG1	0.28
4437	MSH3	0.28
5437	POLR2H	0.28
1263	PLK3	0.27
1386	ATF2	0.27
54780	NSMCE4A	0.27
5810	RAD1	0.27
7518	XRCC4	0.27
10017	BCL2L10	0.26
11284	PNKP	0.26
55544	RBM38	0.26
7486	WRN	0.25
84266	ALKBH7	0.25
126074	C19orf39	0.24
27030	MLH3	0.24
3622	ING2	0.24
51720	UIMC1	0.24
7178	TPT1	0.24
7317	UBA1	0.24
9774	BCLAF1	0.24
148581	UBE2U	0.23
8870	IER3	0.22
9070	ASH2L	0.22
23409	SIRT4	0.21
5683	PSMA2	0.21
5721	PSME2	0.21
8450	CUL4B	0.21
10210	TOPORS	0.2
5711	PSMD5	0.2
10635	RAD51AP1	0.19
200558	APLF	0.19
204851	HIPK1	0.18
4773	NFATC2	0.18
5438	POLR2I	0.18
546	ATRX	0.18
80279	CDK5RAP3	0.18
8563	THOC5	0.18
9025	RNF8	0.18
10535	RNASEH2A	0.17
142	PARP1	0.17
27113	BBC3	0.17
5689	PSMB1	0.17
143	PARP4	0.16
23198	PSME4	0.16
400410	ST20	0.16
7507	XPA	0.16
10197	PSME3	0.15
11200	CHEK2	0.15
25	ABL1	0.15
201299	RDM1	0.14
4913	NTHL1	0.14
5932	RBBP8	0.14
6591	SNAI2	0.14
7291	TWIST1	0.14
7314	UBB	0.14
9960	USP3	0.14
10397	NDRG1	0.13
161742	SPRED1	0.13
4436	MSH2	0.13
4968	OGG1	0.13
8846	ALKBH1	0.13
286053	NSMCE2	0.12
4331	MNAT1	0.12
7398	USP1	0.12
322	APBB1	0.11
3508	IGHMBP2	0.11
84446	BRSK1	0.11
10075	HUWE1	0.1
51548	SIRT6	0.1
5698	PSMB9	0.1
91801	ALKBH8	0.1
1017	CDK2	0.08
10714	POLD3	0.08
2237	FEN1	0.08
5883	RAD9A	0.08
11232	POLG2	0.07
151636	DTX3L	0.07
4221	MEN1	0.07
598	BCL2L1	0.07
7014	TERF2	0.07
9891	NUAK1	0.07
144455	E2F7	0.06
1649	DDIT3	0.06
286257	C9orf142	0.06
26058	GIGYF2	0.05
55611	OTUB1	0.05
581	BAX	0.05
83666	PARP9	0.05
84083	ZRANB3	0.05
1647	GADD45A	0.04
2176	FANCC	0.04
5366	PMAIP1	0.04
54891	INO80D	0.04
58493	INIP	0.04
5884	RAD17	0.04
132671	SPATA18	0.03
54962	TIPIN	0.03
135458	HUS1B	0.02
197370	NSMCE1	0.02
5111	PCNA	0.02
51455	REV1	0.02
51512	GTSE1	0.02
84303	CHCHD6	0.02
9766	KIAA0247	0.02
9923	ZBTB40	0.02
10721	POLQ	0.01
3090	HIC1	0.01
3162	HMOX1	0.01
64421	DCLRE1C	0.01
65123	INTS3	0.01
80233	C17orf70	0.01
9156	EXO1	0.01
165918	RNF168	-0
200933	FBXO45	-0
2138	EYA1	0
221120	ALKBH3	0
23054	NCOA6	-0
252969	NEIL2	0
261726	TIPRL	-0
2794	GNL1	-0
29965	CDIP1	-0
51322	WAC	0
54617	INO80	0
55137	FIGN	0
56852	RAD18	0
7508	XPC	-0
2965	GTF2H1	-0.01
6446	SGK1	-0.01
7874	USP7	-0.01
4170	MCL1	-0.02
5984	RFC4	-0.02
7319	UBE2A	-0.02
79661	NEIL1	-0.02
83932	C1orf124	-0.02
8930	MBD4	-0.02
10538	BATF	-0.03
5439	POLR2J	-0.03
5981	RFC1	-0.03
60561	RINT1	-0.03
902	CCNH	-0.03
10463	SLC30A9	-0.04
4255	MGMT	-0.04
6421	SFPQ	-0.04
7320	UBE2B	-0.04
2178	FANCE	-0.05
56916	SMARCAD1	-0.05
6047	RNF4	-0.05
64210	MMS19	-0.05
84515	MCM8	-0.05
100507436	MICA	-0.06
136647	C7orf11	-0.06
23645	PPP1R15A	-0.06
55294	FBXW7	-0.06
254225	RNF169	-0.07
26122	EPC2	-0.07
4176	MCM7	-0.07
4287	ATXN3	-0.07
5886	RAD23A	-0.07
7141	TNP1	-0.07
79677	SMC6	-0.07
5423	POLB	-0.08
56949	XAB2	-0.08
79728	PALB2	-0.08
11186	RASSF1	-0.09
2140	EYA3	-0.09
4067	LYN	-0.09
51499	TRIAP1	-0.09
5690	PSMB2	-0.09
1161	ERCC8	-0.1
2067	ERCC1	-0.1
27033	ZBTB32	-0.1
28985	MCTS1	-0.1
5929	RBBP5	-0.1
1027	CDKN1B	-0.11
80820	EEPD1	-0.11
84142	FAM175A	-0.11
4595	MUTYH	-0.12
5441	POLR2L	-0.12
5705	PSMC5	-0.12
57599	WDR48	-0.12
84930	MASTL	-0.12
8738	CRADD	-0.12
9985	REC8	-0.12
147872	CCDC155	-0.13
197342	EME2	-0.13
29089	UBE2T	-0.13
143471	PSMA8	-0.14
5715	PSMD9	-0.14
91442	C19orf40	-0.14
9344	TAOK2	-0.14
10887	PROKR1	-0.15
1407	CRY1	-0.15
28992	MACROD1	-0.15
3364	HUS1	-0.15
4521	NUDT1	-0.15
51270	TFDP3	-0.15
5720	PSME1	-0.15
8445	DYRK2	-0.15
146956	EME1	-0.16
51426	POLK	-0.16
5380	PMS2L2	-0.16
10519	CIB1	-0.17
11219	TREX2	-0.17
138151	NACC2	-0.17
23626	SPO11	-0.17
84268	RPAIN	-0.17
23581	CASP14	-0.18
5387	PMS2L3	-0.18
7832	BTG2	-0.18
9491	PSMF1	-0.18
389643	C8orf80	-0.19
4438	MSH4	-0.19
4439	MSH5	-0.19
5980	REV3L	-0.19
6419	SETMAR	-0.19
7336	UBE2V2	-0.19
6996	TDG	-0.2
8626	TP63	-0.2
113510	HELQ	-0.21
1396	CRIP1	-0.21
28990	ASTE1	-0.21
5428	POLG	-0.21
7132	TNFRSF1A	-0.21
842	CASP9	-0.21
2966	GTF2H2	-0.22
51776	ZAK	-0.22
1643	DDB2	-0.23
201254	STRA13	-0.23
257218	SHPRH	-0.23
9100	USP10	-0.23
9874	TLK1	-0.23
5295	PIK3R1	-0.24
5687	PSMA6	-0.24
5695	PSMB7	-0.24
7913	DEK	-0.24
10451	VAV3	-0.25
2765	GML	-0.25
4683	NBN	-0.25
5890	RAD51L1	-0.25
10038	PARP2	-0.26
23503	ZFYVE26	-0.26
8555	CDC14B	-0.26
56776	FMN2	-0.27
6233	RPS27A	-0.27
11044	POLS	-0.28
22976	PAXIP1	-0.28
3978	LIG1	-0.28
9768	KIAA0101	-0.28
199990	C1orf86	-0.29
2177	FANCD2	-0.29
56154	TEX15	-0.29
5701	PSMC2	-0.29
92667	MGME1	-0.29
25896	INTS7	-0.3
51246	SHISA5	-0.3
675	BRCA2	-0.3
29935	RPA4	-0.31
5187	PER1	-0.32
596	BCL2	-0.33
283899	INO80E	-0.34
79858	NEK11	-0.34
126520	PLK5	-0.35
55247	NEIL3	-0.35
50485	SMARCAL1	-0.36
404672	GTF2H5	-0.37
5985	RFC5	-0.38
10116	FEM1B	-0.4
54840	APTX	-0.4
64782	AEN	-0.4
4292	MLH1	-0.41
55602	CDKN2AIP	-0.41
5663	PSEN1	-0.41
57804	POLD4	-0.41
79068	FTO	-0.41
1069	CETN2	-0.42
1432	MAPK14	-0.42
389898	UBE2NL	-0.42
10111	RAD50	-0.43
5379	PMS2L1	-0.43
340533	KIAA2022	-0.44
5704	PSMC4	-0.44
27244	SESN1	-0.45
375748	C9orf102	-0.45
57600	FNIP2	-0.45
7325	UBE2E2	-0.45
7979	SHFM1	-0.46
5685	PSMA4	-0.47
7023	TFAP4	-0.47
1653	DDX1	-0.48
2073	ERCC5	-0.48
84893	FBXO18	-0.48
57060	PCBP4	-0.49
57659	ZBTB4	-0.49
125150	ZSWIM7	-0.5
6188	RPS3	-0.5
5594	MAPK1	-0.51
51366	UBR5	-0.52
6615	SNAI1	-0.52
23064	SETX	-0.53
23411	SIRT1	-0.53
254528	C16orf73	-0.53
144715	RAD9B	-0.55
2189	FANCG	-0.55
5252	PHF1	-0.55
1022	CDK7	-0.56
7334	UBE2N	-0.56
80854	SETD7	-0.56
10413	YAP1	-0.57
5436	POLR2G	-0.57
2072	ERCC4	-0.58
1026	CDKN1A	-0.59
55010	C12orf48	-0.59
55317	C20orf29	-0.59
6648	SOD2	-0.59
4194	MDM4	-0.6
4862	NPAS2	-0.6
5429	POLH	-0.6
200734	SPRED2	-0.61
5527	PPP2R5C	-0.61
64858	DCLRE1B	-0.61
84126	ATRIP	-0.61
56897	WRNIP1	-0.62
7415	VCP	-0.62
79913	ACTR5	-0.62
353497	POLN	-0.64
4193	MDM2	-0.64
5434	POLR2E	-0.64
5718	PSMD12	-0.64
9031	BAZ1B	-0.64
10309	CCNO	-0.65
5719	PSMD13	-0.66
7917	BAT3	-0.66
7316	UBC	-0.67
91419	XRCC6BP1	-0.67
9320	TRIP12	-0.67
5893	RAD52	-0.68
5425	POLD2	-0.69
56158	TEX12	-0.69
84939	MUM1	-0.69
245711	SPDYA	-0.7
10039	PARP3	-0.72
220042	C11orf82	-0.72
4609	MYC	-0.72
11277	TREX1	-0.73
472	ATM	-0.73
64326	RFWD2	-0.73
5699	PSMB10	-0.74
728340	GTF2H2C	-0.74
599	BCL2L2	-0.75
1854	DUT	-0.76
602	BCL3	-0.76
1054	CEBPG	-0.78
64112	MOAP1	-0.78
5892	RAD51L3	-0.79
6659	SOX4	-0.8
4487	MSX1	-0.82
2068	ERCC2	-0.83
25946	ZNF385A	-0.84
5424	POLD1	-0.84
5983	RFC3	-0.84
9907	KIAA0415	-0.85
2956	MSH6	-0.86
4332	MNDA	-0.86
2968	GTF2H4	-0.9
64789	EXO5	-0.9
83990	BRIP1	-0.91
8505	PARG	-0.91
55339	WDR33	-0.94
51567	TDP2	-0.96
11073	TOPBP1	-0.97
10600	USP16	-0.99
6872	TAF1	-0.99
80198	MUS81	-1.01
1859	DYRK1A	-1.02
5707	PSMD1	-1.02
26574	AATF	-1.06
5887	RAD23B	-1.06
50484	RRM2B	-1.08
1493	CTLA4	-1.11
6787	NEK4	-1.16
10213	PSMD14	-1.24
4361	MRE11A	-1.24
5706	PSMC6	-1.24
57654	KIAA1530	-1.24
7161	TP73	-1.24
7468	WHSC1	-1.25
3014	H2AFX	-1.26
3981	LIG4	-1.26
9861	PSMD6	-1.31
7516	XRCC2	-1.32
79035	OBFC2B	-1.33
5713	PSMD7	-1.34
6498	SKIL	-1.34
54541	DDIT4	-1.37
4776	NFATC4	-1.38
9319	TRIP13	-1.42
11201	POLI	-1.51
27434	POLM	-1.6
5430	POLR2A	-1.67
5595	MAPK3	-1.71
8682	PEA15	-1.72
91603	ZNF830	-1.86
5702	PSMC3	-1.96
79184	BRCC3	-2.05
5700	PSMC1	-2.09
672	BRCA1	-2.1
5714	PSMD8	-2.29
5717	PSMD11	-2.32
9656	MDC1	-2.45
5709	PSMD3	-2.57
1111	CHEK1	-6.35
