GeneID	GeneSymbol	median_z_score
10595	ERN2	0.35
158067	AK8	0.35
2261	FGFR3	0.34
2870	GRK6	0.34
4246	SCGB2A1	0.34
23729	SHPK	0.34
3705	ITPK1	0.33
10922	FASTK	0.32
11183	MAP4K5	0.32
23613	ZMYND8	0.32
27231	ITGB1BP3	0.32
1159	CKMT1B	0.3
2932	GSK3B	0.3
8550	MAPKAPK5	0.3
27330	RPS6KA6	0.3
57787	MARK4	0.3
138474	TAF1L	0.3
197258	FUK	0.3
5294	PIK3CG	0.29
9113	LATS1	0.29
64768	IPPK	0.29
204851	HIPK1	0.29
1432	MAPK14	0.28
3055	HCK	0.28
4355	MPP2	0.28
8526	DGKE	0.28
9902	MRC2	0.28
23235	SIK2	0.28
817	CAMK2D	0.27
1454	CSNK1E	0.27
5291	PIK3CB	0.27
1119	CHKA	0.26
5583	PRKCH	0.26
9258	MFHAS1	0.26
23552	CCRK	0.26
28951	TRIB2	0.26
51265	CDKL3	0.26
389840	MAP3K15	0.26
5591	PRKDC	0.25
10746	MAP3K2	0.25
84284	NTPCR	0.25
9578	CDC42BPB	0.24
80271	ITPKC	0.24
9162	DGKI	0.23
23118	MAP3K7IP2	0.23
51314	TXNDC3	0.23
55589	BMP2K	0.23
83942	TSSK1B	0.23
282974	STK32C	0.23
1018	CDK3	0.22
2264	FGFR4	0.22
5165	PDK3	0.22
6732	SRPK1	0.22
7175	TPR	0.22
7301	TYRO3	0.22
10654	PMVK	0.22
27102	EIF2AK1	0.22
55620	STAP2	0.22
2321	FLT1	0.21
5214	PFKP	0.21
5593	PRKG2	0.21
57147	SCYL3	0.21
4058	LTK	0.2
23548	TTC33	0.2
1606	DGKA	0.19
4598	MVK	0.19
55229	PANK4	0.19
55277	FGGY	0.19
56155	TEX14	0.19
167359	NIM1	0.19
5305	PIP4K2A	0.18
10645	CAMKK2	0.18
65220	NADK	0.18
114783	LMTK3	0.18
143098	MPP7	0.18
2322	FLT3	0.17
55312	RFK	0.17
8859	STK19	0.16
10128	LRPPRC	0.16
51086	TNNI3K	0.16
124923	FLJ25006	0.16
1796	DOK1	0.15
5261	PHKG2	0.15
6794	STK11	0.15
9201	DCLK1	0.15
25778	DSTYK	0.15
55781	RIOK2	0.15
140901	STK35	0.15
166614	DCLK2	0.15
1025	CDK9	0.14
3984	LIMK1	0.14
7786	MAP3K12	0.14
53944	CSNK1G1	0.14
130399	ACVR1C	0.14
7535	ZAP70	0.13
55224	ETNK2	0.13
25	ABL1	0.12
2041	EPHA1	0.11
2585	GALK2	0.11
3098	HK1	0.11
6502	SKP2	0.11
23678	SGK3	0.11
55300	PI4K2B	0.11
132158	GLYCTK	0.11
93	ACVR2B	0.1
701	BUB1B	0.1
2042	EPHA3	0.1
2066	ERBB4	0.1
3795	KHK	0.1
4215	MAP3K3	0.1
11329	STK38	0.1
23049	SMG1	0.1
54986	ULK4	0.1
255239	ANKK1	0.1
805	CALM2	0.09
808	CALM3	0.09
5581	PRKCE	0.09
5602	MAPK10	0.09
6041	RNASEL	0.09
7006	TEC	0.09
23043	TNIK	0.09
253430	IPMK	0.09
340156	MYLK4	0.09
1158	CKM	0.08
4593	MUSK	0.08
4751	NEK2	0.08
5609	MAP2K7	0.08
11113	CIT	0.08
55750	AGK	0.08
10270	AKAP8	0.07
55681	SCYL2	0.07
4139	MARK1	0.06
9465	AKAP7	0.06
11284	PNKP	0.06
23604	DAPK2	0.06
90	ACVR1	0.05
5891	MOK	0.05
8569	MKNK1	0.05
10519	CIB1	0.05
11213	IRAK3	0.05
51678	MPP6	0.05
79877	DCAKD	0.05
83549	UCK1	0.05
1445	CSK	0.04
2051	EPHB6	0.04
4900	NRGN	0.04
8382	NME5	0.04
9891	NUAK1	0.04
10110	SGK2	0.04
11184	MAP4K1	0.04
25989	ULK3	0.04
169436	C9orf96	0.04
283455	KSR2	0.04
3099	HK2	0.03
3656	IRAK2	0.03
9252	RPS6KA5	0.03
10420	TESK2	0.03
26289	AK5	0.03
29941	PKN3	0.03
54861	SNRK	0.03
64122	FN3K	0.03
2081	ERN1	0.02
3707	ITPKB	0.02
4233	MET	0.02
7371	UCK2	0.02
22858	ICK	0.02
51701	NLK	0.02
1607	DGKB	0.01
5293	PIK3CD	0.01
5315	PKM2	0.01
5894	RAF1	0.01
8395	PIP5K1B	0.01
83903	GSG2	0.01
2712	GK2	0
5979	RET	0
6714	SRC	-0
10114	HIPK3	0
26524	LATS2	0
79012	CAMKV	-0
558	AXL	-0.01
1459	CSNK2A2	-0.01
2475	FRAP1	-0.01
5108	PCM1	-0.01
8566	PDXK	-0.01
10020	GNE	-0.01
55872	PBK	-0.01
118788	PIK3AP1	-0.01
139728	PNCK	-0.01
284656	EPHA10	-0.01
347359	BMP2KL	-0.01
1609	DGKQ	-0.02
5598	MAPK7	-0.02
6098	ROS1	-0.02
7075	TIE1	-0.02
79837	PIP4K2C	-0.02
1022	CDK7	-0.03
5361	PLXNA1	-0.03
6416	MAP2K4	-0.03
9060	PAPSS2	-0.03
9590	AKAP12	-0.03
80216	ALPK1	-0.03
91156	IGFN1	-0.03
2065	ERBB3	-0.04
2987	GUK1	-0.04
7016	TESK1	-0.04
9223	MAGI1	-0.04
57538	ALPK3	-0.04
2869	GRK5	-0.05
6850	SYK	-0.05
9175	MAP3K13	-0.05
10769	PLK2	-0.05
545	ATR	-0.06
8536	CAMK1	-0.06
11200	CHEK2	-0.06
415116	PIM3	-0.06
207	AKT1	-0.07
816	CAMK2B	-0.07
5292	PIM1	-0.07
9475	ROCK2	-0.07
5588	PRKCQ	-0.08
9467	SH3BP5	-0.08
60385	TSKS	-0.08
5634	PRPS2	-0.09
23387	SIK3	-0.09
5062	PAK2	-0.1
5582	PRKCG	-0.1
5590	PRKCZ	-0.1
8428	STK24	-0.1
22983	MAST1	-0.1
26228	STAP1	-0.1
50808	AK3	-0.1
79906	MORN1	-0.1
91807	MYLK3	-0.1
92	ACVR2A	-0.12
5579	PRKCB	-0.12
8649	MAPKSP1	-0.12
136371	ASB10	-0.12
197259	MLKL	-0.12
5156	PDGFRA	-0.13
85481	PSKH2	-0.13
122481	AK7	-0.14
283284	IGSF22	-0.14
7444	VRK2	-0.15
8525	DGKZ	-0.15
54899	PXK	-0.15
914	CD2	-0.16
1453	CSNK1D	-0.16
6197	RPS6KA3	-0.16
6733	SRPK2	-0.16
9874	TLK1	-0.16
22848	AAK1	-0.16
3718	JAK3	-0.17
51776	ZAK	-0.17
65267	WNK3	-0.17
238	ALK	-0.18
658	BMPR1B	-0.18
6195	RPS6KA1	-0.18
9829	DNAJC6	-0.18
23129	PLXND1	-0.18
4830	NME1	-0.19
5597	MAPK6	-0.19
30849	PIK3R4	-0.19
472	ATM	-0.2
801	CALM1	-0.2
2046	EPHA8	-0.2
5260	PHKG1	-0.2
5871	MAP4K2	-0.2
6885	MAP3K7	-0.2
8737	RIPK1	-0.2
8877	SPHK1	-0.2
149420	PDIK1L	-0.2
2241	FER	-0.21
7083	TK1	-0.21
92335	STRADA	-0.21
127933	UHMK1	-0.21
3717	JAK2	-0.22
8767	RIPK2	-0.22
23617	TSSK2	-0.22
79705	LRRK1	-0.22
152110	NEK10	-0.22
818	CAMK2G	-0.24
1760	DMPK	-0.24
5289	PIK3C3	-0.24
5584	PRKCI	-0.24
8517	IKBKG	-0.24
58538	MPP4	-0.24
81629	TSSK3	-0.24
374872	C19orf35	-0.24
5606	MAP2K3	-0.25
80122	MAP3K19	-0.25
139189	DGKK	-0.25
5616	PRKY	-0.26
6300	MAPK12	-0.26
8476	CDC42BPA	-0.26
9020	MAP3K14	-0.26
10087	COL4A3BP	-0.26
221823	PRPS1L1	-0.26
285220	EPHA6	-0.26
5163	PDK1	-0.27
814	CAMK4	-0.28
2263	FGFR2	-0.28
5586	PKN2	-0.28
8814	CDKL1	-0.28
9748	SLK	-0.28
54963	UCKL1	-0.28
344387	CDKL4	-0.28
1020	CDK5	-0.29
7443	VRK1	-0.29
84451	KIAA1804	-0.29
202374	STK32A	-0.29
2646	GCKR	-0.3
5230	PGK1	-0.3
8394	PIP5K1A	-0.3
9942	XYLB	-0.3
1152	CKB	-0.31
5563	PRKAA2	-0.31
6872	TAF1	-0.31
28996	HIPK2	-0.31
29763	PACSIN3	-0.31
55500	ETNK1	-0.31
27	ABL2	-0.32
1841	DTYMK	-0.32
2064	ERBB2	-0.32
2242	FES	-0.32
4750	NEK1	-0.32
5589	PRKCSH	-0.32
4914	NTRK1	-0.33
55351	STK32B	-0.33
11011	TLK2	-0.34
122011	CSNK1A1L	-0.34
673	BRAF	-0.35
1956	EGFR	-0.35
3815	KIT	-0.35
6011	GRK1	-0.35
83694	RPS6KL1	-0.35
154043	CNKSR3	-0.35
347736	NME9	-0.35
5567	PRKACB	-0.36
10221	TRIB1	-0.36
340371	NRBP2	-0.36
1263	PLK3	-0.37
2043	EPHA4	-0.37
4354	MPP1	-0.37
5566	PRKACA	-0.37
8558	CDK10	-0.37
8621	CDC2L5	-0.37
83931	STK40	-0.37
112464	PRKCDBP	-0.37
640	BLK	-0.38
2584	GALK1	-0.38
4296	MAP3K11	-0.38
5063	PAK3	-0.38
5603	MAPK13	-0.38
26750	RPS6KC1	-0.39
4832	NME3	-0.4
4293	MAP3K9	-0.41
5164	PDK2	-0.41
5608	MAP2K6	-0.41
203054	ADCK5	-0.41
1859	DYRK1A	-0.42
3643	INSR	-0.42
4920	ROR2	-0.42
6093	ROCK1	-0.42
10733	PLK4	-0.42
2872	MKNK2	-0.43
8573	CASK	-0.43
23654	PLXNB2	-0.43
5580	PRKCD	-0.44
5604	MAP2K1	-0.44
80201	HKDC1	-0.44
203	AK1	-0.45
4831	NME2	-0.45
6787	NEK4	-0.45
80851	SH3BP5L	-0.45
269	AMHR2	-0.46
1608	DGKG	-0.46
5599	MAPK8	-0.46
8491	MAP4K3	-0.46
225689	MAPK15	-0.46
91	ACVR1B	-0.47
10494	STK25	-0.47
51530	ZC3HC1	-0.47
1019	CDK4	-0.48
5587	PRKD1	-0.48
5594	MAPK1	-0.48
10461	MERTK	-0.48
50488	MINK1	-0.48
2444	FRK	-0.49
23178	PASK	-0.49
4067	LYN	-0.5
131890	GRK7	-0.5
3551	IKBKB	-0.51
132	ADK	-0.52
5585	PKN1	-0.52
1633	DCK	-0.53
1196	CLK2	-0.54
84446	BRSK1	-0.54
7525	YES1	-0.56
11035	RIPK3	-0.56
1455	CSNK1G2	-0.57
65061	CDK15	-0.57
80025	PANK2	-0.57
147746	HIPK4	-0.57
208	AKT2	-0.58
1326	MAP3K8	-0.58
7046	TGFBR1	-0.58
8899	PRPF4B	-0.58
10201	NME6	-0.58
57118	CAMK1D	-0.58
5157	PDGFRL	-0.59
5170	PDPK1	-0.59
51765	MST4	-0.59
57144	PAK7	-0.59
114790	STK11IP	-0.59
2580	GAK	-0.6
9263	STK17A	-0.6
83983	TSSK6	-0.6
65018	PINK1	-0.61
157	ADRBK2	-0.62
4342	MOS	-0.62
341676	NEK5	-0.62
4214	MAP3K1	-0.63
5058	PAK1	-0.64
5753	PTK6	-0.64
203447	NRK	-0.64
6725	SRMS	-0.65
58496	LY6G5B	-0.65
146057	TTBK2	-0.66
2324	FLT4	-0.67
3791	KDR	-0.67
7084	TK2	-0.67
9149	DYRK1B	-0.67
57761	TRIB3	-0.67
64799	IQCH	-0.67
84930	MASTL	-0.67
369	ARAF	-0.68
5601	MAPK9	-0.71
3654	IRAK1	-0.72
27148	STK36	-0.72
55359	STYK1	-0.72
3716	JAK1	-0.74
5159	PDGFRB	-0.74
6198	RPS6KB1	-0.74
1147	CHUK	-0.75
5287	PIK3C2B	-0.75
6446	SGK1	-0.75
5232	PGK2	-0.76
6259	RYK	-0.76
51447	IP6K2	-0.76
5756	TWF1	-0.78
91754	NEK9	-0.78
5631	PRPS1	-0.79
9088	PKMYT1	-0.8
51135	IRAK4	-0.8
695	BTK	-0.81
26007	DAK	-0.81
26993	AKAP8L	-0.82
5596	MAPK4	-0.83
5681	PSKH1	-0.83
3645	INSRR	-0.85
64080	RBKS	-0.85
114836	SLAMF6	-0.85
158798	AKAP14	-0.86
9448	MAP4K4	-0.88
55558	PLXNA3	-0.89
6789	STK4	-0.9
29110	TBK1	-0.92
9625	AATK	-0.94
23300	ATMIN	-0.94
57396	CLK4	-0.94
7867	MAPKAPK3	-0.95
79646	PANK3	-0.95
156	ADRBK1	-0.96
84254	CAMKK1	-0.96
10154	PLXNC1	-0.97
56924	PAK6	-0.97
3706	ITPKA	-0.99
6792	CDKL5	-0.99
79810	PTCD2	-0.99
91584	PLXNA4	-0.99
54981	NMRK1	-1
8780	RIOK3	-1.01
23139	MAST2	-1.01
4638	MYLK	-1.02
3985	LIMK2	-1.03
8527	DGKD	-1.04
9641	IKBKE	-1.07
8798	DYRK4	-1.08
9061	PAPSS1	-1.08
9064	MAP3K6	-1.11
54101	RIPK4	-1.11
4919	ROR1	-1.14
657	BMPR1A	-1.15
83440	ADPGK	-1.16
5365	PLXNB3	-1.17
22853	LMTK2	-1.17
4921	DDR2	-1.18
80342	TRAF3IP3	-1.18
23677	SH3BP4	-1.19
64781	CERK	-1.19
130106	CIB4	-1.2
9943	OXSR1	-1.21
388228	SBK1	-1.24
3611	ILK	-1.26
140609	NEK7	-1.32
23012	STK38L	-1.37
1452	CSNK1A1	-1.39
3101	HK3	-1.45
54981	C9orf95	-1.49
94	ACVRL1	-1.54
4486	MST1R	-1.61
5595	MAPK3	-1.68
7465	WEE1	-1.73
9344	TAOK2	-1.89
5747	PTK2	-1.94
4916	NTRK3	-1.99
29922	NME7	-2.01
1111	CHEK1	-6.25
