GeneID.x	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	GeneID.y	GeneSymbol	siRNAID	Flag
5433	2	J19	1.68	31	175	8.553544801738897e-4	1	3	3	100	5433	POLR2D	s10802	TRUE
5684	1	N09	3.71	32	24	0.0010280523496212248	1	3	3	100	5684	PSMA3	s11335	TRUE
5684	2	N09	3.39	33	42	0.0010280523496212248	1	3	3	100	5684	PSMA3	s11334	TRUE
5684	3	N09	1.65	34	184	0.0010280523496212248	1	3	3	100	5684	PSMA3	s11333	TRUE
5685	3	N11	3.38	35	43	0.0015252827030950132	1	3	3	100	5685	PSMA4	s230031	TRUE
5685	2	N11	1.57	36	199	0.0015252827030950132	1	3	3	100	5685	PSMA4	s230030	TRUE
5685	1	N11	1.52	37	212	0.0015252827030950132	1	3	3	100	5685	PSMA4	s230029	TRUE
84464	4	L17	1.91	38	139	0.001975550030609318	1	3	3	100	84464	SLX4	s39053	TRUE
84464	5	L17	1.67	39	179	0.001975550030609318	1	3	3	100	84464	SLX4	s39054	TRUE
84464	6	L17	1.44	40	230	0.001975550030609318	1	3	3	100	84464	SLX4	s39052	TRUE
6118	3	G12	3.59	41	28	0.0021889504882023087	1	3	3	100	6118	RPA2	s12131	TRUE
6118	1	G12	2.91	42	59	0.0021889504882023087	1	3	3	100	6118	RPA2	s12132	TRUE
6118	2	G12	1.4	43	236	0.0021889504882023087	1	3	3	100	6118	RPA2	s12130	TRUE
5687	1	N15	3.46	44	36	0.002216658722230185	1	3	3	100	5687	PSMA6	s626	TRUE
5687	2	N15	2.63	45	77	0.002216658722230185	1	3	3	100	5687	PSMA6	s627	TRUE
5687	3	N15	1.39	46	240	0.002216658722230185	1	3	3	100	5687	PSMA6	s628	TRUE
5682	2	N05	3.59	47	29	0.002301184375072657	1	3	3	100	5682	PSMA1	s11327	TRUE
5682	1	N05	1.83	48	152	0.002301184375072657	1	3	3	100	5682	PSMA1	s11329	TRUE
5682	3	N05	1.39	49	241	0.002301184375072657	1	3	3	100	5682	PSMA1	s11328	TRUE
7311	1	M08	2.88	50	61	0.003852850351811671	1	2	3	67	7311	UBA52	s14556	TRUE
7311	3	M08	2.78	51	67	0.003852850351811671	1	2	3	67	7311	UBA52	s14558	TRUE
79915	6	J03	1.8	52	156	0.004126194550183862	1	3	3	100	79915	ATAD5	s36632	TRUE
79915	4	J03	1.75	53	162	0.004126194550183862	1	3	3	100	79915	ATAD5	s36631	TRUE
79915	5	J03	1.21	54	293	0.004126194550183862	1	3	3	100	79915	ATAD5	s36633	TRUE
1642	3	I07	2.97	55	57	0.004323862077453869	1	3	3	100	1642	DDB1	s3981	TRUE
1642	1	I07	2.74	56	70	0.004323862077453869	1	3	3	100	1642	DDB1	s3980	TRUE
5693	2	P05	5.61	57	9	0.004472278099395456	1	3	3	100	5693	PSMB5	s11355	TRUE
5693	1	P05	2.74	58	71	0.004472278099395456	1	3	3	100	5693	PSMB5	s11354	TRUE
5693	3	P05	1.17	59	303	0.004472278099395456	1	3	3	100	5693	PSMB5	s11356	TRUE
5688	1	N17	4.44	60	14	0.0048841546997868525	1	3	3	100	5688	PSMA7	s224430	TRUE
5688	2	N17	2.1	61	118	0.0048841546997868525	1	3	3	100	5688	PSMA7	s224431	TRUE
5688	3	N17	1.14	62	309	0.0048841546997868525	1	3	3	100	5688	PSMA7	s11342	TRUE
55159	4	O05	2.79	63	66	0.005344884343155918	1	2	3	67	55159	RFWD3	s30311	TRUE
55159	5	O05	2.59	64	79	0.005344884343155918	1	2	3	67	55159	RFWD3	s30310	TRUE
7291	3	M06	2.58	65	80	0.005754762786380155	1	3	3	100	7291	TWIST1	s14524	TRUE
7291	1	M06	2.48	66	82	0.005754762786380155	1	3	3	100	7291	TWIST1	s14523	TRUE
29086	4	I07	2.96	68	58	0.007699432471924887	1	3	3	100	29086	BABAM1	s26452	TRUE
29086	5	I07	2.39	69	95	0.007699432471924887	1	3	3	100	29086	BABAM1	s26450	TRUE
5695	3	P09	3.47	70	35	0.007860288507941316	1	2	3	67	5695	PSMB7	s669	TRUE
5695	1	P09	2.39	71	96	0.007860288507941316	1	2	3	67	5695	PSMB7	s668	TRUE
112399	4	P01	2.45	78	88	0.008769707217190942	1	3	3	100	112399	EGLN3	s41321	TRUE
112399	5	P01	1.72	79	167	0.008769707217190942	1	3	3	100	112399	EGLN3	s41320	TRUE
112399	6	P01	0.89	80	379	0.008769707217190942	1	3	3	100	112399	EGLN3	s41319	TRUE
5701	1	P19	2.7	81	72	0.008858950118694238	1	3	3	100	5701	PSMC2	s11371	TRUE
5701	3	P19	2.3	82	102	0.008858950118694238	1	3	3	100	5701	PSMC2	s11372	TRUE
7517	2	B02	2.05	87	120	0.010946955187649734	1	3	3	100	7517	XRCC3	s14946	TRUE
7517	3	B02	1.83	88	153	0.010946955187649734	1	3	3	100	7517	XRCC3	s14948	TRUE
7517	1	B02	0.77	89	408	0.010946955187649734	1	3	3	100	7517	XRCC3	s14947	TRUE
5691	1	P01	3.46	90	37	0.011218273950258645	1	3	3	100	5691	PSMB3	s11348	TRUE
5691	2	P01	2.14	91	115	0.011218273950258645	1	3	3	100	5691	PSMB3	s11349	TRUE
5434	2	J21	2.18	93	108	0.011604794121303547	1	2	3	67	5434	POLR2E	s10807	TRUE
5434	3	J21	2.11	94	117	0.011604794121303547	1	2	3	67	5434	POLR2E	s224296	TRUE
5708	3	A10	2.4	95	92	0.01219626033360959	1	2	3	67	5708	PSMD2	s11389	TRUE
5708	2	A10	2.05	96	121	0.01219626033360959	1	2	3	67	5708	PSMD2	s11390	TRUE
5704	3	A02	2.53	100	81	0.013006613898274837	1	2	3	67	5704	PSMC4	s11378	TRUE
5704	2	A02	2.03	101	124	0.013006613898274837	1	2	3	67	5704	PSMC4	s11379	TRUE
7398	3	O06	2.62	102	78	0.013365284571133286	1	3	3	100	7398	USP1	s14723	TRUE
7398	2	O06	1.57	103	200	0.013365284571133286	1	3	3	100	7398	USP1	s14725	TRUE
7398	1	O06	0.7	104	436	0.013365284571133286	1	3	3	100	7398	USP1	s14724	TRUE
6839	3	I20	3.41	105	41	0.013630609836476269	1	3	3	100	6839	SUV39H1	s13659	TRUE
6839	1	I20	2	106	127	0.013630609836476269	1	3	3	100	6839	SUV39H1	s13660	TRUE
5438	2	L07	1.97	113	133	0.01559937139358935	1	3	3	100	5438	POLR2I	s10818	TRUE
5438	3	L07	1.79	114	158	0.01559937139358935	1	3	3	100	5438	POLR2I	s10817	TRUE
5438	1	L07	0.66	115	454	0.01559937139358935	1	3	3	100	5438	POLR2I	s10816	TRUE
983	1	E15	4.42	116	15	0.016036720357360833	1	3	3	100	983	CDC2	s463	TRUE
983	3	E15	1.93	117	138	0.016036720357360833	1	3	3	100	983	CDC2	s465	TRUE
6996	1	K08	1.95	124	135	0.021138022424767436	1	3	3	100	6996	TDG	s13949	TRUE
6996	2	K08	1.79	125	159	0.021138022424767436	1	3	3	100	6996	TDG	s13950	TRUE
9400	3	H08	2.2	126	107	0.022715958663823605	1	2	3	67	9400	RECQL5	s17989	TRUE
9400	1	H08	1.75	127	163	0.022715958663823605	1	2	3	67	9400	RECQL5	s17988	TRUE
5689	3	N19	3.03	131	56	0.02407121777412847	1	3	3	100	5689	PSMB1	s11346	TRUE
5689	1	N19	1.71	132	170	0.02407121777412847	1	3	3	100	5689	PSMB1	s11345	TRUE
25988	4	E13	2.45	142	89	0.026890655532177628	1	2	3	67	25988	HINFP	s24883	TRUE
25988	6	E13	1.67	143	181	0.026890655532177628	1	2	3	67	25988	HINFP	s24885	TRUE
7919	3	B18	1.84	147	149	0.028354347062133793	1	3	3	100	7919	BAT1	s15472	TRUE
7919	2	B18	1.65	148	185	0.028354347062133793	1	3	3	100	7919	BAT1	s15474	TRUE
5888	1	E02	3.31	156	46	0.03015782273406467	1	2	3	67	5888	RAD51	s11734	TRUE
5888	3	E02	1.63	157	189	0.03015782273406467	1	2	3	67	5888	RAD51	s11736	TRUE
5719	2	C08	1.75	161	164	0.031699638214890864	1	2	3	67	5719	PSMD13	s229819	TRUE
5719	1	C08	1.6	162	196	0.031699638214890864	1	2	3	67	5719	PSMD13	s229818	TRUE
144455	4	A10	6.18	163	5	0.032326211980427434	1	3	3	100	144455	E2F7	s44663	TRUE
144455	6	A10	1.58	164	197	0.032326211980427434	1	3	3	100	144455	E2F7	s44664	TRUE
2138	1	K13	1.64	165	187	0.03295838954899932	1	2	3	67	2138	EYA1	s4905	TRUE
2138	3	K13	1.57	166	201	0.03295838954899932	1	2	3	67	2138	EYA1	s4906	TRUE
8812	3	D22	1.8	167	157	0.034888389195234876	1	2	3	67	8812	CCNK	s225039	TRUE
8812	2	D22	1.55	168	206	0.034888389195234876	1	2	3	67	8812	CCNK	s16800	TRUE
54617	4	M07	1.65	169	186	0.035214915939486204	1	2	3	67	54617	INO80	s224308	TRUE
54617	5	M07	1.55	170	207	0.035214915939486204	1	2	3	67	54617	INO80	s224309	TRUE
25988	5	E13	-2.46	863	863	0.026890655532177628	0	2	3	67	25988	HINFP	s24884	TRUE
8812	1	D22	-1.63	863	863	0.034888389195234876	0	2	3	67	8812	CCNK	s16799	TRUE
54617	6	M07	-0.88	863	863	0.035214915939486204	0	2	3	67	54617	INO80	s224310	TRUE
5888	2	E02	-0.85	863	863	0.03015782273406467	0	2	3	67	5888	RAD51	s11735	TRUE
2138	2	K13	-0.84	863	863	0.03295838954899932	0	2	3	67	2138	EYA1	s4904	TRUE
5704	1	A02	-0.79	863	863	0.013006613898274837	0	2	3	67	5704	PSMC4	s11377	TRUE
55159	6	O05	-0.55	863	863	0.005344884343155918	0	2	3	67	55159	RFWD3	s30312	TRUE
5434	1	J21	-0.28	863	863	0.011604794121303547	0	2	3	67	5434	POLR2E	s224295	TRUE
9400	2	H08	-0.26	863	863	0.022715958663823605	0	2	3	67	9400	RECQL5	s17990	TRUE
5695	2	P09	-0.17	863	863	0.007860288507941316	0	2	3	67	5695	PSMB7	s670	TRUE
5708	1	A10	-0.16	863	863	0.01219626033360959	0	2	3	67	5708	PSMD2	s11391	TRUE
7311	2	M08	-0.12	863	863	0.003852850351811671	0	2	3	67	7311	UBA52	s14557	TRUE
5719	3	C08	-0.07	863	863	0.031699638214890864	0	2	3	67	5719	PSMD13	s229820	TRUE
5689	2	N19	0.01	863	863	0.02407121777412847	0	3	3	100	5689	PSMB1	s11347	TRUE
7919	1	B18	0.02	863	863	0.028354347062133793	0	3	3	100	7919	BAT1	s15473	TRUE
6839	2	I20	0.06	863	863	0.013630609836476269	0	3	3	100	6839	SUV39H1	s13658	TRUE
6996	3	K08	0.09	863	863	0.021138022424767436	0	3	3	100	6996	TDG	s13951	TRUE
5691	3	P01	0.11	863	863	0.011218273950258645	0	3	3	100	5691	PSMB3	s11350	TRUE
5701	2	P19	0.14	863	863	0.008858950118694238	0	3	3	100	5701	PSMC2	s11373	TRUE
144455	5	A10	0.2	863	863	0.032326211980427434	0	3	3	100	144455	E2F7	s44665	TRUE
983	2	E15	0.24	863	863	0.016036720357360833	0	3	3	100	983	CDC2	s464	TRUE
1642	2	I07	0.32	863	863	0.004323862077453869	0	3	3	100	1642	DDB1	s3979	TRUE
5683	2	N07	0.39	863	863	4.0928805646494806e-4	0	3	3	100	5683	PSMA2	s11331	TRUE
7291	2	M06	0.51	863	863	0.005754762786380155	0	3	3	100	7291	TWIST1	s14525	TRUE
5692	2	P03	0.59	863	863	3.722164443124655e-4	0	3	3	100	5692	PSMB4	s11353	TRUE
29086	6	I07	0.61	863	863	0.007699432471924887	0	3	3	100	29086	BABAM1	s26451	TRUE
