GeneID.x	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	GeneID.y	GeneSymbol	siRNAID	Flag
4438	3	D17	1.14	32	238	0.0021889504882023087	1	3	3	100	4438	MSH4	s8972	TRUE
10413	3	N06	2.35	40	23	0.00444574089653039	1	3	3	100	10413	YAP1	s20368	TRUE
10413	1	N06	1.91	41	73	0.00444574089653039	1	3	3	100	10413	YAP1	s20366	TRUE
23581	6	C17	2.1	42	46	0.004694435960584548	1	2	3	67	23581	CASP14	s24129	TRUE
23581	4	C17	1.9	43	74	0.004694435960584548	1	2	3	67	23581	CASP14	s24128	TRUE
56897	4	B17	3.71	44	1	0.0048212483086198755	1	3	3	100	56897	WRNIP1	s32338	TRUE
56897	6	B17	1.89	45	75	0.0048212483086198755	1	3	3	100	56897	WRNIP1	s32337	TRUE
132671	5	P19	1.92	46	71	0.006214391543547905	1	3	3	100	132671	SPATA18	s43715	TRUE
132671	6	P19	1.64	47	118	0.006214391543547905	1	3	3	100	132671	SPATA18	s43716	TRUE
132671	4	P19	0.93	48	338	0.006214391543547905	1	3	3	100	132671	SPATA18	s43717	TRUE
3978	2	B01	2.3	52	28	0.006767998961355764	1	3	3	100	3978	LIG1	s8175	TRUE
3978	1	B01	1.8	53	89	0.006767998961355764	1	3	3	100	3978	LIG1	s8174	TRUE
64789	6	F17	2.25	54	31	0.007072044245446484	1	3	3	100	64789	EXO5	s34953	TRUE
64789	5	F17	1.78	55	91	0.007072044245446484	1	3	3	100	64789	EXO5	s34954	TRUE
10432	1	N08	2.1	62	47	0.008909647389618015	1	3	3	100	10432	RBM14	s20408	TRUE
10432	3	N08	1.55	63	129	0.008909647389618015	1	3	3	100	10432	RBM14	s20407	TRUE
10432	2	N08	0.84	64	382	0.008909647389618015	1	3	3	100	10432	RBM14	s20406	TRUE
545	3	A17	2.24	68	33	0.009556510585268293	1	2	3	67	545	ATR	s536	TRUE
545	2	A17	1.71	69	106	0.009556510585268293	1	2	3	67	545	ATR	s535	TRUE
11011	1	P12	1.74	70	96	0.00973485609835191	1	2	3	67	11011	TLK2	s223175	TRUE
11011	2	P12	1.71	71	107	0.00973485609835191	1	2	3	67	11011	TLK2	s21679	TRUE
55602	5	B01	1.88	72	77	0.009914779873069263	1	2	3	67	55602	CDKN2AIP	s31051	TRUE
55602	4	B01	1.7	73	108	0.009914779873069263	1	2	3	67	55602	CDKN2AIP	s31052	TRUE
5663	1	N03	2.82	74	9	0.01009627996094922	1	3	3	100	5663	PSEN1	s111	TRUE
5663	3	N03	1.7	75	109	0.01009627996094922	1	3	3	100	5663	PSEN1	s113	TRUE
10038	3	L08	1.74	76	97	0.010464001282312263	1	3	3	100	10038	PARP2	s19503	TRUE
10038	2	L08	1.68	77	111	0.010464001282312263	1	3	3	100	10038	PARP2	s19504	TRUE
91419	4	N11	2.24	88	34	0.015585508995573014	1	3	3	100	91419	XRCC6BP1	s40653	TRUE
91419	6	N11	1.52	89	135	0.015585508995573014	1	3	3	100	91419	XRCC6BP1	s40652	TRUE
4255	1	B19	1.73	90	99	0.01581035477271734	1	3	3	100	4255	MGMT	s224042	TRUE
4255	3	B19	1.51	91	137	0.01581035477271734	1	3	3	100	4255	MGMT	s8750	TRUE
23581	5	C17	-1.78	889	889	0.004694435960584548	0	2	3	67	23581	CASP14	s24130	TRUE
596	2	C09	-1.31	889	889	2.414077819428212e-4	0	2	3	67	596	BCL2	s1916	TRUE
11011	3	P12	-0.17	889	889	0.00973485609835191	0	2	3	67	11011	TLK2	s21678	TRUE
324	2	A09	-0.13	889	889	4.886609773439332e-4	0	2	3	67	324	APC	s1433	TRUE
545	1	A17	-0.07	889	889	0.009556510585268293	0	2	3	67	545	ATR	s534	TRUE
55602	6	B01	-0.05	889	889	0.009914779873069263	0	2	3	67	55602	CDKN2AIP	s31050	TRUE
91419	5	N11	0.13	889	889	0.015585508995573014	0	3	3	100	91419	XRCC6BP1	s40651	TRUE
23137	5	C01	0.33	889	889	7.684770226500361e-4	0	3	3	100	23137	SMC5	s23116	TRUE
5663	2	N03	0.33	889	889	0.01009627996094922	0	3	3	100	5663	PSEN1	s112	TRUE
3978	3	B01	0.37	889	889	0.006767998961355764	0	3	3	100	3978	LIG1	s8173	TRUE
64789	4	F17	0.4	889	889	0.007072044245446484	0	3	3	100	64789	EXO5	s34955	TRUE
4255	2	B19	0.44	889	889	0.01581035477271734	0	3	3	100	4255	MGMT	s8752	TRUE
10038	1	L08	0.49	889	889	0.010464001282312263	0	3	3	100	10038	PARP2	s19502	TRUE
56897	5	B17	0.62	889	889	0.0048212483086198755	0	3	3	100	56897	WRNIP1	s32339	TRUE
10413	2	N06	0.84	889	889	0.00444574089653039	0	3	3	100	10413	YAP1	s20367	TRUE
10887	3	P08	0.97	889	889	0.0014427649497754666	0	3	3	100	10887	PROKR1	s21386	TRUE
