GeneID	GeneSymbol	median_z_score
801	CALM1	0.23
816	CAMK2B	0.23
2712	GK2	0.23
4342	MOS	0.23
9891	NUAK1	0.23
130106	CIB4	0.23
260425	MAGI3	0.23
5166	PDK4	0.22
5579	PRKCB	0.22
7444	VRK2	0.22
23387	SIK3	0.22
25865	PRKD2	0.22
55359	STYK1	0.22
83931	STK40	0.22
5598	MAPK7	0.21
27347	STK39	0.21
1716	DGUOK	0.2
5595	MAPK3	0.2
8444	DYRK3	0.2
9088	PKMYT1	0.2
26007	DAK	0.2
6732	SRPK1	0.19
9146	HGS	0.19
11113	CIT	0.19
57118	CAMK1D	0.19
117283	IP6K3	0.19
122481	AK7	0.19
25	ABL1	0.18
3098	HK1	0.18
9829	DNAJC6	0.18
51265	CDKL3	0.18
55277	FGGY	0.18
80216	ALPK1	0.18
27	ABL2	0.17
558	AXL	0.17
5613	PRKX	0.17
7075	TIE1	0.17
1445	CSK	0.16
2324	FLT4	0.16
7301	TYRO3	0.16
9641	IKBKE	0.16
10746	MAP3K2	0.16
23118	MAP3K7IP2	0.16
202374	STK32A	0.16
132	ADK	0.15
2011	MARK2	0.15
2041	EPHA1	0.15
3716	JAK1	0.15
6850	SYK	0.15
22983	MAST1	0.15
51678	MPP6	0.15
29922	NME7	0.14
55558	PLXNA3	0.14
80852	GRIP2	0.14
225689	MAPK15	0.14
1159	CKMT1B	0.13
3480	IGF1R	0.13
4140	MARK3	0.13
9706	ULK2	0.13
10654	PMVK	0.13
51701	NLK	0.12
130399	ACVR1C	0.12
253430	IPMK	0.12
283284	IGSF22	0.12
545	ATR	0.11
5213	PFKM	0.11
10461	MERTK	0.11
5568	PRKACG	0.1
8566	PDXK	0.1
9942	XYLB	0.1
65061	CDK15	0.1
2051	EPHB6	0.09
5288	PIK3C2G	0.09
5631	PRPS1	0.09
131890	GRK7	0.09
208	AKT2	0.08
1609	DGKQ	0.08
2044	EPHA5	0.08
2584	GALK1	0.08
5891	MOK	0.08
6102	RP2	0.08
6733	SRPK2	0.08
10295	BCKDK	0.08
57538	ALPK3	0.08
92335	STRADA	0.08
283629	TSSK4	0.08
9833	MELK	0.07
23178	PASK	0.07
166614	DCLK2	0.07
4145	MATK	0.06
8428	STK24	0.06
9060	PAPSS2	0.06
23396	PIP5K1C	0.06
115701	ALPK2	0.06
1760	DMPK	0.05
4832	NME3	0.05
5580	PRKCD	0.05
6793	STK10	0.05
11040	PIM2	0.05
55620	STAP2	0.05
118788	PIK3AP1	0.05
284086	NEK8	0.05
8394	PIP5K1A	0.04
55229	PANK4	0.04
83903	GSG2	0.04
84284	NTPCR	0.04
85366	MYLK2	0.04
156	ADRBK1	0.03
11284	PNKP	0.03
27148	STK36	0.03
29110	TBK1	0.03
388228	SBK1	0.03
5607	MAP2K5	0.02
6011	GRK1	0.02
701	BUB1B	0.01
3718	JAK3	0.01
8536	CAMK1	0.01
9261	MAPKAPK2	0.01
10420	TESK2	0.01
23043	TNIK	0.01
80347	COASY	0.01
91754	NEK9	0.01
808	CALM3	-0
64089	SNX16	0
91	ACVR1B	-0.01
4638	MYLK	-0.01
5129	PCTK3	-0.01
5606	MAP2K3	-0.01
91156	IGFN1	-0.01
152110	NEK10	-0.01
1608	DGKG	-0.02
3702	ITK	-0.02
269	AMHR2	-0.03
3101	HK3	-0.03
4920	ROR2	-0.03
5566	PRKACA	-0.03
9263	STK17A	-0.03
51086	TNNI3K	-0.03
56848	SPHK2	-0.03
84930	MASTL	-0.03
138429	PIP5KL1	-0.03
284656	EPHA10	-0.03
440275	EIF2AK4	-0.03
1455	CSNK1G2	-0.04
4914	NTRK1	-0.04
5605	MAP2K2	-0.04
5608	MAP2K6	-0.04
7048	TGFBR2	-0.04
10128	LRPPRC	-0.04
169436	C9orf96	-0.04
1019	CDK4	-0.05
2872	MKNK2	-0.05
114783	LMTK3	-0.05
4058	LTK	-0.06
4067	LYN	-0.06
5361	PLXNA1	-0.06
5597	MAPK6	-0.06
9061	PAPSS1	-0.06
23678	SGK3	-0.06
26289	AK5	-0.06
124923	FLJ25006	-0.06
2241	FER	-0.07
3551	IKBKB	-0.07
8576	STK16	-0.07
55681	SCYL2	-0.07
2066	ERBB4	-0.08
8844	KSR1	-0.08
10645	CAMKK2	-0.08
22853	LMTK2	-0.08
23552	CCRK	-0.08
23729	SHPK	-0.08
283455	KSR2	-0.08
203	AK1	-0.09
6416	MAP2K4	-0.09
55300	PI4K2B	-0.1
640	BLK	-0.11
673	BRAF	-0.11
1024	CDK8	-0.11
2585	GALK2	-0.11
4354	MPP1	-0.11
4486	MST1R	-0.11
5164	PDK2	-0.11
9625	AATK	-0.11
29941	PKN3	-0.11
5599	MAPK8	-0.12
5603	MAPK13	-0.12
54101	RIPK4	-0.12
197259	MLKL	-0.12
344387	CDKL4	-0.12
1432	MAPK14	-0.13
5610	EIF2AK2	-0.13
10000	AKT3	-0.13
1018	CDK3	-0.14
3656	IRAK2	-0.14
5587	PRKD1	-0.14
5616	PRKY	-0.14
9064	MAP3K6	-0.14
51232	CRIM1	-0.14
122011	CSNK1A1L	-0.14
5567	PRKACB	-0.15
6093	ROCK1	-0.15
6788	STK3	-0.15
8491	MAP4K3	-0.15
9020	MAP3K14	-0.15
415116	PIM3	-0.15
5365	PLXNB3	-0.16
5589	PRKCSH	-0.16
10595	ERN2	-0.16
51776	ZAK	-0.16
55437	STRADB	-0.16
658	BMPR1B	-0.17
2646	GCKR	-0.17
10110	SGK2	-0.17
79906	MORN1	-0.17
1326	MAP3K8	-0.18
5586	PKN2	-0.18
127933	UHMK1	-0.18
5635	PRPSAP1	-0.19
8573	CASK	-0.19
51765	MST4	-0.19
1196	CLK2	-0.2
2043	EPHA4	-0.2
5293	PIK3CD	-0.2
6300	MAPK12	-0.2
9162	DGKI	-0.2
10519	CIB1	-0.2
23654	PLXNB2	-0.2
139728	PNCK	-0.2
1969	EPHA2	-0.21
5585	PKN1	-0.21
5754	PTK7	-0.21
27102	EIF2AK1	-0.21
79705	LRRK1	-0.21
138474	TAF1L	-0.21
3645	INSRR	-0.22
4751	NEK2	-0.22
5214	PFKP	-0.22
5590	PRKCZ	-0.22
7046	TGFBR1	-0.22
9149	DYRK1B	-0.22
51530	ZC3HC1	-0.22
55500	ETNK1	-0.22
58496	LY6G5B	-0.22
83942	TSSK1B	-0.22
282974	STK32C	-0.22
1160	CKMT2	-0.23
5232	PGK2	-0.23
85481	PSKH2	-0.23
3643	INSR	-0.24
6195	RPS6KA1	-0.24
6196	RPS6KA2	-0.24
65220	NADK	-0.24
699	BUB1	-0.25
2932	GSK3B	-0.25
4830	NME1	-0.25
23129	PLXND1	-0.25
55361	PI4K2A	-0.25
10922	FASTK	-0.26
23012	STK38L	-0.26
2580	GAK	-0.29
54861	SNRK	-0.29
389840	MAP3K15	-0.29
2987	GUK1	-0.3
6502	SKP2	-0.3
1152	CKB	-0.31
5287	PIK3C2B	-0.31
4214	MAP3K1	-0.32
8986	RPS6KA4	-0.32
659	BMPR2	-0.33
11011	TLK2	-0.33
26576	SRPK3	-0.33
53944	CSNK1G1	-0.33
85443	DCLK3	-0.33
285220	EPHA6	-0.33
2047	EPHB1	-0.34
2475	FRAP1	-0.34
5592	PRKG1	-0.34
56924	PAK6	-0.34
1607	DGKB	-0.35
2046	EPHA8	-0.35
4296	MAP3K11	-0.35
204851	HIPK1	-0.35
23300	ATMIN	-0.36
84254	CAMKK1	-0.36
149420	PDIK1L	-0.36
5588	PRKCQ	-0.37
11183	MAP4K5	-0.37
55589	BMP2K	-0.37
8525	DGKZ	-0.38
8999	CDKL2	-0.38
23617	TSSK2	-0.38
55312	RFK	-0.38
83694	RPS6KL1	-0.38
2321	FLT1	-0.39
79877	DCAKD	-0.39
80342	TRAF3IP3	-0.39
154043	CNKSR3	-0.39
203054	ADCK5	-0.39
8567	MADD	-0.4
9902	MRC2	-0.4
5578	PRKCA	-0.41
5602	MAPK10	-0.41
6198	RPS6KB1	-0.41
22848	AAK1	-0.41
204	AK2	-0.42
3815	KIT	-0.43
3984	LIMK1	-0.43
93	ACVR2B	-0.44
818	CAMK2G	-0.46
5756	TWF1	-0.46
54899	PXK	-0.46
57761	TRIB3	-0.46
80201	HKDC1	-0.46
83440	ADPGK	-0.46
4215	MAP3K3	-0.47
5753	PTK6	-0.47
11252	PACSIN2	-0.47
10494	STK25	-0.48
58538	MPP4	-0.48
65125	WNK1	-0.48
120892	LRRK2	-0.48
780	DDR1	-0.49
7010	TEK	-0.49
7786	MAP3K12	-0.49
805	CALM2	-0.5
2185	PTK2B	-0.5
4921	DDR2	-0.5
8631	SKAP1	-0.5
4598	MVK	-0.52
83983	TSSK6	-0.52
94	ACVRL1	-0.53
9258	MFHAS1	-0.53
84630	TTBK1	-0.53
84451	KIAA1804	-0.54
1198	CLK3	-0.55
5747	PTK2	-0.55
83549	UCK1	-0.55
1195	CLK1	-0.56
8395	PIP5K1B	-0.56
8527	DGKD	-0.56
79858	NEK11	-0.56
91584	PLXNA4	-0.57
238	ALK	-0.58
5292	PIM1	-0.58
8503	PIK3R3	-0.58
143098	MPP7	-0.58
54981	NMRK1	-0.585
3795	KHK	-0.6
5163	PDK1	-0.6
160851	DGKH	-0.61
5313	PKLR	-0.63
3654	IRAK1	-0.64
1263	PLK3	-0.65
29959	NRBP1	-0.65
2870	GRK6	-0.66
4752	NEK3	-0.66
56155	TEX14	-0.66
57144	PAK7	-0.66
8621	CDC2L5	-0.67
6792	CDKL5	-0.68
8295	TRRAP	-0.68
27231	ITGB1BP3	-0.68
28951	TRIB2	-0.68
55781	RIOK2	-0.68
65266	WNK4	-0.69
815	CAMK2A	-0.72
4900	NRGN	-0.72
5604	MAP2K1	-0.72
10201	NME6	-0.73
29763	PACSIN3	-0.73
2242	FES	-0.74
5562	PRKAA1	-0.74
54986	ULK4	-0.74
158798	AKAP14	-0.74
1147	CHUK	-0.75
55750	AGK	-0.75
65268	WNK2	-0.75
89882	TPD52L3	-0.76
7443	VRK1	-0.77
255239	ANKK1	-0.77
4916	NTRK3	-0.78
8408	ULK1	-0.78
10256	CNKSR1	-0.78
79012	CAMKV	-0.78
114836	SLAMF6	-0.78
158067	AK8	-0.78
4915	NTRK2	-0.79
9451	EIF2AK3	-0.79
5593	PRKG2	-0.8
51447	IP6K2	-0.8
146057	TTBK2	-0.8
5063	PAK3	-0.81
51755	CRKRS	-0.82
341676	NEK5	-0.82
10188	TNK2	-0.84
56990	CDC42SE2	-0.84
91807	MYLK3	-0.85
5584	PRKCI	-0.87
140609	NEK7	-0.88
7867	MAPKAPK3	-0.9
7272	TTK	-0.94
1020	CDK5	-0.97
5601	MAPK9	-0.97
11329	STK38	-0.97
9212	AURKB	-0.98
1453	CSNK1D	-0.99
6259	RYK	-0.99
9344	TAOK2	-0.99
9448	MAP4K4	-0.99
23677	SH3BP4	-0.99
3985	LIMK2	-1.02
5298	PI4KB	-1.02
5294	PIK3CG	-1.04
5609	MAP2K7	-1.04
8550	MAPKAPK5	-1.06
80025	PANK2	-1.07
1021	CDK6	-1.08
2261	FGFR3	-1.1
3707	ITPKB	-1.1
8798	DYRK4	-1.1
157	ADRBK2	-1.11
5591	PRKDC	-1.11
8711	TNK1	-1.14
5062	PAK2	-1.15
5290	PIK3CA	-1.15
983	CDC2	-1.18
6714	SRC	-1.18
2268	FGR	-1.19
5218	CDK14	-1.19
64122	FN3K	-1.19
1841	DTYMK	-1.22
22858	ICK	-1.22
8899	PRPF4B	-1.24
10733	PLK4	-1.25
11344	TWF2	-1.26
1022	CDK7	-1.28
29904	EEF2K	-1.3
57787	MARK4	-1.35
5596	MAPK4	-1.41
4919	ROR1	-1.48
340371	NRBP2	-1.48
4355	MPP2	-1.49
3099	HK2	-1.54
65018	PINK1	-1.54
132158	GLYCTK	-1.56
2045	EPHA7	-1.66
8476	CDC42BPA	-1.66
9262	STK17B	-1.69
657	BMPR1A	-1.73
7006	TEC	-1.73
984	CDK11B	-1.78
92	ACVR2A	-1.92
7465	WEE1	-2.01
9807	IP6K1	-2.09
60385	TSKS	-2.13
2048	EPHB2	-2.15
6790	AURKA	-2.19
4833	NME4	-2.33
2065	ERBB3	-2.54
1452	CSNK1A1	-2.65
5347	PLK1	-3.07
1111	CHEK1	-3.62
7083	TK1	-5.2
