GeneID	GeneSymbol	median_z_score
57060	PCBP4	0.34
598	BCL2L1	0.34
1112	FOXN3	0.33
57804	POLD4	0.33
2073	ERCC5	0.32
3508	IGHMBP2	0.32
221120	ALKBH3	0.31
7913	DEK	0.31
112399	EGLN3	0.3
4170	MCL1	0.3
5531	PPP4C	0.3
641	BLM	0.3
55247	NEIL3	0.29
8563	THOC5	0.29
5716	PSMD10	0.28
138151	NACC2	0.27
4436	MSH2	0.27
58493	INIP	0.27
84266	ALKBH7	0.27
144715	RAD9B	0.26
51426	POLK	0.26
80233	C17orf70	0.26
10714	POLD3	0.25
142	PARP1	0.25
55611	OTUB1	0.25
5884	RAD17	0.25
2968	GTF2H4	0.24
5439	POLR2J	0.24
22925	PLA2R1	0.23
25946	ZNF385A	0.23
27244	SESN1	0.23
675	BRCA2	0.23
252969	NEIL2	0.22
3162	HMOX1	0.22
389898	UBE2NL	0.22
64210	MMS19	0.22
10116	FEM1B	0.21
2794	GNL1	0.2
3661	IRF3	0.2
3981	LIG4	0.2
4292	MLH1	0.2
6787	NEK4	0.2
79661	NEIL1	0.2
1022	CDK7	0.19
6615	SNAI1	0.19
728340	GTF2H2C	0.19
8870	IER3	0.19
92815	HIST3H2A	0.19
286257	C9orf142	0.18
4350	MPG	0.18
6047	RNF4	0.18
10635	RAD51AP1	0.17
5980	REV3L	0.17
7141	TNP1	0.17
9100	USP10	0.17
1017	CDK2	0.16
10463	SLC30A9	0.16
257218	SHPRH	0.16
348654	GEN1	0.16
8930	MBD4	0.16
254528	C16orf73	0.15
200558	APLF	0.14
54541	DDIT4	0.14
64859	OBFC2A	0.14
1396	CRIP1	0.13
4862	NPAS2	0.13
5810	RAD1	0.13
7979	SHFM1	0.13
8555	CDC14B	0.13
197342	EME2	0.12
25788	RAD54B	0.12
8517	IKBKG	0.12
22909	MTMR15	0.11
5696	PSMB8	0.11
5965	RECQL	0.11
9766	KIAA0247	0.11
9960	USP3	0.11
5366	PMAIP1	0.1
6119	RPA3	0.1
7320	UBE2B	0.1
140733	MACROD2	0.09
1647	GADD45A	0.09
2967	GTF2H3	0.09
5387	PMS2L3	0.09
6648	SOD2	0.09
1027	CDKN1B	0.08
118611	C10orf90	0.08
2308	FOXO1	0.07
2547	XRCC6	0.07
26270	FBXO6	0.07
5984	RFC4	0.07
7415	VCP	0.07
4437	MSH3	0.06
55544	RBM38	0.06
5721	PSME2	0.06
9156	EXO1	0.06
4282	MIF	0.05
55120	FANCL	0.05
7516	XRCC2	0.05
1386	ATF2	0.04
5892	RAD51L3	0.04
7319	UBE2A	0.04
84930	MASTL	0.04
9344	TAOK2	0.04
7507	XPA	0.03
1161	ERCC8	0.02
672	BRCA1	0.02
7874	USP7	0.02
79791	FBXO31	0.02
9031	BAZ1B	0.02
1026	CDKN1A	0.01
54962	TIPIN	0.01
5929	RBBP5	0.01
597	BCL2A1	0.01
9070	ASH2L	0.01
9937	DCLRE1A	0.01
125150	ZSWIM7	-0
148581	UBE2U	-0
1854	DUT	0
25836	NIPBL	0
404672	GTF2H5	0
54780	NSMCE4A	-0
7178	TPT1	-0
80169	C17orf68	-0
8846	ALKBH1	0
9261	MAPKAPK2	-0
1643	DDB2	-0.01
200734	SPRED2	-0.01
2074	ERCC6	-0.01
2176	FANCC	-0.01
4332	MNDA	-0.01
51512	GTSE1	-0.01
64326	RFWD2	-0.01
9025	RNF8	-0.01
5715	PSMD9	-0.02
79913	ACTR5	-0.02
8450	CUL4B	-0.02
4176	MCM7	-0.03
4331	MNAT1	-0.03
5395	PMS2	-0.03
580	BARD1	-0.04
7132	TNFRSF1A	-0.04
7405	UVRAG	-0.04
7917	BAT3	-0.04
11201	POLI	-0.05
4595	MUTYH	-0.05
842	CASP9	-0.05
11073	TOPBP1	-0.06
132671	SPATA18	-0.06
161742	SPRED1	-0.06
4776	NFATC4	-0.06
51720	UIMC1	-0.06
5252	PHF1	-0.06
84303	CHCHD6	-0.06
80279	CDK5RAP3	-0.07
84464	SLX4	-0.07
55137	FIGN	-0.08
5595	MAPK3	-0.08
11011	TLK2	-0.09
5428	POLG	-0.09
6847	SYCP1	-0.09
92667	MGME1	-0.09
29089	UBE2T	-0.1
84126	ATRIP	-0.1
51366	UBR5	-0.11
56916	SMARCAD1	-0.11
5886	RAD23A	-0.11
64858	DCLRE1B	-0.11
9319	TRIP13	-0.11
143471	PSMA8	-0.12
23411	SIRT1	-0.12
3665	IRF7	-0.12
1493	CTLA4	-0.13
6880	TAF9	-0.13
7468	WHSC1	-0.13
836	CASP3	-0.13
4913	NTHL1	-0.14
9401	RECQL4	-0.15
84515	MCM8	-0.16
26574	AATF	-0.18
113510	HELQ	-0.19
2068	ERCC2	-0.19
23503	ZFYVE26	-0.19
3364	HUS1	-0.19
55215	FANCI	-0.19
5893	RAD52	-0.19
7153	TOP2A	-0.19
7832	BTG2	-0.19
84893	FBXO18	-0.19
375757	C9orf119	-0.2
378708	APITD1	-0.2
252983	STXBP4	-0.21
7398	USP1	-0.21
8243	SMC1A	-0.21
6996	TDG	-0.22
1642	DDB1	-0.23
51567	TDP2	-0.23
8682	PEA15	-0.23
220042	C11orf82	-0.24
2140	EYA3	-0.25
254225	RNF169	-0.25
7014	TERF2	-0.25
55367	LRDD	-0.26
5591	PRKDC	-0.26
136647	C7orf11	-0.27
201299	RDM1	-0.27
23626	SPO11	-0.27
328	APEX1	-0.27
55317	C20orf29	-0.27
7515	XRCC1	-0.27
7517	XRCC3	-0.27
4487	MSX1	-0.28
56852	RAD18	-0.28
165918	RNF168	-0.29
5187	PER1	-0.29
29086	BABAM1	-0.3
6591	SNAI2	-0.3
51322	WAC	-0.31
201254	STRA13	-0.32
4683	NBN	-0.32
5426	POLE	-0.32
51499	TRIAP1	-0.33
79840	NHEJ1	-0.33
8738	CRADD	-0.34
55929	DMAP1	-0.35
64112	MOAP1	-0.35
11232	POLG2	-0.37
23198	PSME4	-0.38
4067	LYN	-0.38
4221	MEN1	-0.38
56776	FMN2	-0.38
1655	DDX5	-0.39
2177	FANCD2	-0.39
65123	INTS3	-0.39
7919	BAT1	-0.39
4193	MDM2	-0.4
64393	ZMAT3	-0.4
6498	SKIL	-0.4
8445	DYRK2	-0.4
11284	PNKP	-0.41
22944	KIN	-0.42
3980	LIG3	-0.42
5887	RAD23B	-0.42
2178	FANCE	-0.44
353497	POLN	-0.44
595	CCND1	-0.45
60561	RINT1	-0.45
84944	MAEL	-0.45
900	CCNG1	-0.45
79858	NEK11	-0.46
1649	DDIT3	-0.47
57600	FNIP2	-0.47
5883	RAD9A	-0.47
204851	HIPK1	-0.48
2966	GTF2H2	-0.48
4521	NUDT1	-0.49
57659	ZBTB4	-0.5
6659	SOX4	-0.53
22976	PAXIP1	-0.55
5706	PSMC6	-0.55
5888	RAD51	-0.55
9400	RECQL5	-0.55
9923	ZBTB40	-0.56
5434	POLR2E	-0.59
83932	C1orf124	-0.59
8812	CCNK	-0.59
1054	CEBPG	-0.6
261726	TIPRL	-0.6
4194	MDM4	-0.6
5720	PSME1	-0.61
6118	RPA2	-0.62
83990	BRIP1	-0.62
126520	PLK5	-0.64
2175	FANCA	-0.64
91801	ALKBH8	-0.64
27033	ZBTB32	-0.65
7291	TWIST1	-0.66
54617	INO80	-0.67
7336	UBE2V2	-0.67
7325	UBE2E2	-0.69
7518	XRCC4	-0.69
1432	MAPK14	-0.7
3090	HIC1	-0.7
23612	PHLDA3	-0.71
2138	EYA1	-0.72
4609	MYC	-0.72
4773	NFATC2	-0.72
55602	CDKN2AIP	-0.72
28985	MCTS1	-0.73
8626	TP63	-0.73
5889	RAD51C	-0.74
983	CDC2	-0.74
2965	GTF2H1	-0.75
51270	TFDP3	-0.78
51776	ZAK	-0.79
55159	RFWD3	-0.79
9557	CHD1L	-0.8
4796	NFKBIL2	-0.83
23645	PPP1R15A	-0.85
6421	SFPQ	-0.85
6872	TAF1	-0.85
7508	XPC	-0.85
84142	FAM175A	-0.86
56158	TEX12	-0.87
84268	RPAIN	-0.87
79184	BRCC3	-0.91
84939	MUM1	-0.91
5981	RFC1	-0.93
5440	POLR2K	-0.96
5710	PSMD4	-0.99
147872	CCDC155	-1
25988	HINFP	-1.01
27434	POLM	-1.01
29965	CDIP1	-1.01
5432	POLR2C	-1.08
5932	RBBP8	-1.08
7520	XRCC5	-1.09
7023	TFAP4	-1.14
5431	POLR2B	-1.16
11219	TREX2	-1.18
146956	EME1	-1.18
375748	C9orf102	-1.18
23583	SMUG1	-1.19
5380	PMS2L2	-1.2
80198	MUS81	-1.21
5705	PSMC5	-1.24
23581	CASP14	-1.27
5708	PSMD2	-1.3
5688	PSMA7	-1.31
50485	SMARCAL1	-1.32
4287	ATXN3	-1.34
199990	C1orf86	-1.4
27301	APEX2	-1.41
28992	MACROD1	-1.41
57654	KIAA1530	-1.44
144455	E2F7	-1.47
51514	DTL	-1.49
8505	PARG	-1.5
9907	KIAA0415	-1.52
23476	BRD4	-1.53
5689	PSMB1	-1.56
5707	PSMD1	-1.68
6839	SUV39H1	-1.83
245711	SPDYA	-1.88
10213	PSMD14	-1.89
5111	PCNA	-1.91
7161	TP73	-1.92
5714	PSMD8	-1.93
5713	PSMD7	-2
5686	PSMA5	-2.04
5700	PSMC1	-2.07
5433	POLR2D	-2.08
27339	PRPF19	-2.09
5694	PSMB6	-2.13
5701	PSMC2	-2.13
5693	PSMB5	-2.18
5719	PSMD13	-2.18
5695	PSMB7	-2.19
5709	PSMD3	-2.19
8914	TIMELESS	-2.19
57697	FANCM	-2.2
5684	PSMA3	-2.21
7311	UBA52	-2.22
79915	ATAD5	-2.23
5435	POLR2F	-2.25
5690	PSMB2	-2.28
7316	UBC	-2.28
5687	PSMA6	-2.3
6117	RPA1	-2.32
5438	POLR2I	-2.37
5682	PSMA1	-2.39
5702	PSMC3	-2.41
5718	PSMD12	-2.49
5691	PSMB3	-2.5
126074	C19orf39	-2.54
5685	PSMA4	-2.57
5717	PSMD11	-2.57
9861	PSMD6	-2.58
5704	PSMC4	-2.61
10036	CHAF1A	-2.63
5692	PSMB4	-2.66
1111	CHEK1	-2.75
56949	XAB2	-2.82
6188	RPS3	-2.91
5437	POLR2H	-2.96
5436	POLR2G	-3.1
5683	PSMA2	-3.22
90381	TICRR	-3.27
6233	RPS27A	-3.28
5430	POLR2A	-3.42
