GeneID	GeneSymbol	median_z_score
1195	CLK1	-0.91
5591	PRKDC	-0.91
4752	NEK3	-0.92
5362	PLXNA2	-0.92
79012	CAMKV	-0.92
2580	GAK	-0.96
5128	PCTK2	-0.96
64398	MPP5	-0.96
2932	GSK3B	-0.97
8295	TRRAP	-0.98
8711	TNK1	-0.99
10298	PAK4	-0.99
23604	DAPK2	-1
2263	FGFR2	-1.02
5166	PDK4	-1.02
5595	MAPK3	-1.02
5754	PTK7	-1.02
6416	MAP2K4	-1.02
11329	STK38	-1.04
23677	SH3BP4	-1.04
4833	NME4	-1.06
26524	LATS2	-1.06
158067	AK8	-1.06
4215	MAP3K3	-1.07
1020	CDK5	-1.09
9262	STK17B	-1.09
83549	UCK1	-1.1
1453	CSNK1D	-1.11
340371	NRBP2	-1.12
51755	CRKRS	-1.13
6300	MAPK12	-1.14
8621	CDC2L5	-1.14
6793	STK10	-1.15
22858	ICK	-1.21
57761	TRIB3	-1.21
983	CDC2	-1.22
5609	MAP2K7	-1.22
10733	PLK4	-1.22
2065	ERBB3	-1.23
2185	PTK2B	-1.24
1796	DOK1	-1.26
8317	CDC7	-1.27
6196	RPS6KA2	-1.32
6790	AURKA	-1.33
3099	HK2	-1.35
2869	GRK5	-1.36
91584	PLXNA4	-1.37
29763	PACSIN3	-1.38
4919	ROR1	-1.44
65125	WNK1	-1.44
60385	TSKS	-1.5
79858	NEK11	-1.51
11200	CHEK2	-1.54
55561	CDC42BPG	-1.59
138474	TAF1L	-1.61
2045	EPHA7	-1.7
9212	AURKB	-1.79
118788	PIK3AP1	-1.86
7465	WEE1	-1.93
1716	DGUOK	-1.94
7272	TTK	-2.31
1111	CHEK1	-2.75
5347	PLK1	-3.89
