GeneID	GeneSymbol	median_z_score
121642	ALKBH2	-0.06
23503	ZFYVE26	-0.06
9261	MAPKAPK2	-0.06
56852	RAD18	-0.07
11277	TREX1	-0.08
23612	PHLDA3	-0.08
7516	XRCC2	-0.08
100507436	MICA	-0.09
245711	SPDYA	-0.09
6787	NEK4	-0.09
4436	MSH2	-0.1
5591	PRKDC	-0.1
1859	DYRK1A	-0.11
27113	BBC3	-0.11
5434	POLR2E	-0.11
5531	PPP4C	-0.11
64326	RFWD2	-0.11
1263	PLK3	-0.12
375757	C9orf119	-0.12
1026	CDKN1A	-0.13
353497	POLN	-0.13
5366	PMAIP1	-0.13
55544	RBM38	-0.14
5981	RFC1	-0.14
10116	FEM1B	-0.15
2188	FANCF	-0.15
5429	POLH	-0.15
7468	WHSC1	-0.15
9344	TAOK2	-0.15
1642	DDB1	-0.16
2175	FANCA	-0.16
3364	HUS1	-0.16
5696	PSMB8	-0.16
10039	PARP3	-0.17
22976	PAXIP1	-0.17
3981	LIG4	-0.17
4282	MIF	-0.17
54780	NSMCE4A	-0.17
201299	RDM1	-0.18
7320	UBE2B	-0.18
91442	C19orf40	-0.18
9577	BRE	-0.18
5883	RAD9A	-0.19
9400	RECQL5	-0.2
4521	NUDT1	-0.22
4776	NFATC4	-0.22
84944	MAEL	-0.22
4683	NBN	-0.23
6659	SOX4	-0.23
6872	TAF1	-0.23
7153	TOP2A	-0.23
8563	THOC5	-0.23
5379	PMS2L1	-0.24
5427	POLE2	-0.24
5720	PSME1	-0.24
6421	SFPQ	-0.24
672	BRCA1	-0.24
7508	XPC	-0.24
79035	OBFC2B	-0.24
7917	BAT3	-0.24
144455	E2F7	-0.25
2794	GNL1	-0.25
4439	MSH5	-0.25
4487	MSX1	-0.25
7517	XRCC3	-0.25
55215	FANCI	-0.26
595	CCND1	-0.26
1027	CDKN1B	-0.27
201973	CCDC111	-0.27
3508	IGHMBP2	-0.27
5889	RAD51C	-0.29
64112	MOAP1	-0.29
7325	UBE2E2	-0.29
2067	ERCC1	-0.31
261726	TIPRL	-0.31
2140	EYA3	-0.32
4750	NEK1	-0.32
4862	NPAS2	-0.32
9656	MDC1	-0.32
2956	MSH6	-0.33
54962	TIPIN	-0.33
9768	KIAA0101	-0.33
197342	EME2	-0.34
5715	PSMD9	-0.34
8870	IER3	-0.34
400410	ST20	-0.35
165918	RNF168	-0.36
5380	PMS2L2	-0.36
602	BCL3	-0.36
27429	HTRA2	-0.37
84446	BRSK1	-0.38
8626	TP63	-0.38
900	CCNG1	-0.38
200558	APLF	-0.39
4287	ATXN3	-0.39
5932	RBBP8	-0.39
728340	GTF2H2C	-0.41
9557	CHD1L	-0.41
147872	CCDC155	-0.42
7141	TNP1	-0.42
4193	MDM2	-0.44
7161	TP73	-0.44
5187	PER1	-0.45
7874	USP7	-0.45
7334	UBE2N	-0.46
161742	SPRED1	-0.47
5888	RAD51	-0.47
1112	FOXN3	-0.49
5595	MAPK3	-0.49
599	BCL2L2	-0.49
7336	UBE2V2	-0.49
7832	BTG2	-0.5
83990	BRIP1	-0.51
113510	HELQ	-0.52
6446	SGK1	-0.52
7486	WRN	-0.52
1647	GADD45A	-0.53
254225	RNF169	-0.53
54617	INO80	-0.54
7132	TNFRSF1A	-0.54
57654	KIAA1530	-0.55
6847	SYCP1	-0.55
8738	CRADD	-0.55
2968	GTF2H4	-0.56
5706	PSMC6	-0.57
140733	MACROD2	-0.58
7014	TERF2	-0.58
9319	TRIP13	-0.58
54541	DDIT4	-0.59
55611	OTUB1	-0.6
27030	MLH3	-0.61
27301	APEX2	-0.61
26270	FBXO6	-0.62
983	CDC2	-0.62
51270	TFDP3	-0.63
5439	POLR2J	-0.64
5689	PSMB1	-0.64
55137	FIGN	-0.65
6839	SUV39H1	-0.66
83695	C12orf32	-0.66
55367	LRDD	-0.67
28992	MACROD1	-0.68
5435	POLR2F	-0.68
5440	POLR2K	-0.68
5425	POLD2	-0.71
126520	PLK5	-0.72
22909	MTMR15	-0.72
5426	POLE	-0.72
580	BARD1	-0.72
378708	APITD1	-0.73
5437	POLR2H	-0.73
148581	UBE2U	-0.74
8445	DYRK2	-0.74
7311	UBA52	-0.75
4595	MUTYH	-0.76
112399	EGLN3	-0.77
56158	TEX12	-0.77
5686	PSMA5	-0.77
5690	PSMB2	-0.77
6596	HLTF	-0.79
9320	TRIP12	-0.79
64782	AEN	-0.81
51499	TRIAP1	-0.82
5710	PSMD4	-0.82
55010	C12orf48	-0.83
2176	FANCC	-0.87
8812	CCNK	-0.87
221120	ALKBH3	-0.88
5433	POLR2D	-0.88
5295	PIK3R1	-0.89
23581	CASP14	-0.9
50485	SMARCAL1	-0.91
204851	HIPK1	-0.92
84142	FAM175A	-0.93
9025	RNF8	-0.94
5719	PSMD13	-0.95
29965	CDIP1	-0.96
79858	NEK11	-0.96
5684	PSMA3	-0.97
11284	PNKP	-0.98
6117	RPA1	-0.98
7023	TFAP4	-0.98
27244	SESN1	-1
5929	RBBP5	-1
23626	SPO11	-1.03
2547	XRCC6	-1.05
5688	PSMA7	-1.06
51366	UBR5	-1.07
5702	PSMC3	-1.08
80198	MUS81	-1.1
25988	HINFP	-1.11
23064	SETX	-1.12
9907	KIAA0415	-1.12
11201	POLI	-1.14
200734	SPRED2	-1.16
7398	USP1	-1.16
5886	RAD23A	-1.17
5893	RAD52	-1.17
51514	DTL	-1.21
8914	TIMELESS	-1.23
79068	FTO	-1.25
79184	BRCC3	-1.27
5691	PSMB3	-1.34
201254	STRA13	-1.35
5693	PSMB5	-1.46
7518	XRCC4	-1.49
5701	PSMC2	-1.52
5704	PSMC4	-1.54
2138	EYA1	-1.56
5708	PSMD2	-1.56
6233	RPS27A	-1.57
25788	RAD54B	-1.58
5705	PSMC5	-1.58
5436	POLR2G	-1.62
84939	MUM1	-1.63
5682	PSMA1	-1.78
5683	PSMA2	-1.81
5694	PSMB6	-1.81
10036	CHAF1A	-1.94
5685	PSMA4	-1.99
29086	BABAM1	-2.01
5430	POLR2A	-2.04
27339	PRPF19	-2.13
126074	C19orf39	-2.15
5700	PSMC1	-2.16
57697	FANCM	-2.17
57804	POLD4	-2.2
56949	XAB2	-2.22
1111	CHEK1	-2.27
5687	PSMA6	-2.27
6188	RPS3	-2.29
23476	BRD4	-2.32
8505	PARG	-2.36
5713	PSMD7	-2.41
79915	ATAD5	-2.41
10213	PSMD14	-2.42
5692	PSMB4	-2.47
5695	PSMB7	-2.47
27434	POLM	-2.55
5718	PSMD12	-2.63
5714	PSMD8	-2.86
9861	PSMD6	-2.93
5438	POLR2I	-3.08
5709	PSMD3	-3.23
7316	UBC	-3.36
23583	SMUG1	-3.38
5717	PSMD11	-3.53
5707	PSMD1	-3.98
90381	TICRR	-4.93
