GeneID	GeneSymbol	median_z_score
55577	NAGK	0.45
284086	NEK8	0.45
9261	MAPKAPK2	0.44
1436	CSF1R	0.43
2322	FLT3	0.43
3705	ITPK1	0.43
4830	NME1	0.43
5583	PRKCH	0.43
8566	PDXK	0.43
11035	RIPK3	0.43
51447	IP6K2	0.43
57396	CLK4	0.43
9475	ROCK2	0.42
283455	KSR2	0.42
1859	DYRK1A	0.41
4751	NEK2	0.41
5579	PRKCB	0.41
28996	HIPK2	0.41
136371	ASB10	0.41
160851	DGKH	0.41
1196	CLK2	0.4
5159	PDGFRB	0.4
8445	DYRK2	0.4
8814	CDKL1	0.4
84254	CAMKK1	0.4
3706	ITPKA	0.39
5636	PRPSAP2	0.39
9060	PAPSS2	0.39
11213	IRAK3	0.39
79837	PIP4K2C	0.39
5261	PHKG2	0.38
5291	PIK3CB	0.38
8649	MAPKSP1	0.38
10154	PLXNC1	0.38
154043	CNKSR3	0.38
2064	ERBB2	0.37
4293	MAP3K9	0.37
7297	TYK2	0.37
1633	DCK	0.36
23139	MAST2	0.36
5613	PRKX	0.35
9578	CDC42BPB	0.35
10519	CIB1	0.35
11011	TLK2	0.35
55589	BMP2K	0.35
64781	CERK	0.35
1158	CKM	0.34
23097	CDK19	0.34
23118	MAP3K7IP2	0.34
139728	PNCK	0.34
388228	SBK1	0.34
5108	PCM1	0.33
6098	ROS1	0.33
8428	STK24	0.33
558	AXL	0.32
2051	EPHB6	0.32
7301	TYRO3	0.32
8631	SKAP1	0.32
8877	SPHK1	0.32
11040	PIM2	0.32
23043	TNIK	0.32
55500	ETNK1	0.32
8517	IKBKG	0.31
9201	DCLK1	0.31
55558	PLXNA3	0.31
83694	RPS6KL1	0.31
660	BMX	0.3
6197	RPS6KA3	0.3
9467	SH3BP5	0.3
27	ABL2	0.29
9263	STK17A	0.29
3932	LCK	0.28
139189	DGKK	0.28
801	CALM1	0.27
5315	PKM2	0.27
5979	RET	0.27
10922	FASTK	0.27
79810	PTCD2	0.27
80852	GRIP2	0.27
83903	GSG2	0.27
5364	PLXNB1	0.26
11184	MAP4K1	0.26
23178	PASK	0.26
23300	ATMIN	0.26
169436	C9orf96	0.26
814	CAMK4	0.25
1025	CDK9	0.25
1969	EPHA2	0.25
2041	EPHA1	0.25
4233	MET	0.25
4638	MYLK	0.25
5756	TWF1	0.25
10595	ERN2	0.25
11113	CIT	0.25
83931	STK40	0.25
6041	RNASEL	0.24
817	CAMK2D	0.23
2242	FES	0.23
3101	HK3	0.23
30811	HUNK	0.23
131890	GRK7	0.23
253430	IPMK	0.23
1432	MAPK14	0.22
2321	FLT1	0.21
3718	JAK3	0.21
4058	LTK	0.21
4593	MUSK	0.21
6795	AURKC	0.21
9149	DYRK1B	0.21
10461	MERTK	0.21
53354	PANK1	0.21
5297	PI4KA	0.2
7010	TEK	0.2
10114	HIPK3	0.2
341676	NEK5	0.2
5058	PAK1	0.19
10221	TRIB1	0.19
55437	STRADB	0.19
203447	NRK	0.19
472	ATM	0.18
2261	FGFR3	0.18
9024	BRSK2	0.18
25865	PRKD2	0.18
27347	STK39	0.18
57410	SCYL1	0.18
5598	MAPK7	0.17
10000	AKT3	0.17
51314	TXNDC3	0.17
158798	AKAP14	0.17
2046	EPHA8	0.16
5157	PDGFRL	0.16
9463	PICK1	0.16
11183	MAP4K5	0.16
344387	CDKL4	0.16
9874	TLK1	0.15
9943	OXSR1	0.15
10783	NEK6	0.15
57538	ALPK3	0.15
80851	SH3BP5L	0.15
167359	NIM1	0.15
156	ADRBK1	0.14
5593	PRKG2	0.14
85366	MYLK2	0.14
389840	MAP3K15	0.14
203	AK1	0.13
7867	MAPKAPK3	0.13
22983	MAST1	0.13
1607	DGKB	0.12
5891	MOK	0.12
6733	SRPK2	0.12
7443	VRK1	0.12
9829	DNAJC6	0.12
51701	NLK	0.12
8737	RIPK1	0.11
9146	HGS	0.11
23548	TTC33	0.11
26576	SRPK3	0.11
51776	ZAK	0.11
54103	PION	0.11
89882	TPD52L3	0.11
150094	SIK1	0.11
25	ABL1	0.1
3098	HK1	0.1
5580	PRKCD	0.1
8999	CDKL2	0.1
26750	RPS6KC1	0.1
64089	SNX16	0.1
83983	TSSK6	0.1
197258	FUK	0.1
256356	GK5	0.1
8576	STK16	0.09
23613	ZMYND8	0.09
51347	TAOK3	0.09
1152	CKB	0.08
1608	DGKG	0.08
2870	GRK6	0.08
4920	ROR2	0.08
5214	PFKP	0.08
9061	PAPSS1	0.08
53944	CSNK1G1	0.08
658	BMPR1B	0.07
816	CAMK2B	0.07
2044	EPHA5	0.07
2646	GCKR	0.07
3551	IKBKB	0.07
5871	MAP4K2	0.07
54998	AURKAIP1	0.07
64768	IPPK	0.07
23031	MAST3	0.06
91754	NEK9	0.06
347736	NME9	0.06
8986	RPS6KA4	0.05
9088	PKMYT1	0.05
26289	AK5	0.05
55277	FGGY	0.05
79705	LRRK1	0.05
84284	NTPCR	0.05
5288	PIK3C2G	0.04
7075	TIE1	0.04
1160	CKMT2	0.03
4900	NRGN	0.03
5062	PAK2	0.03
5170	PDPK1	0.03
54861	SNRK	0.03
55620	STAP2	0.03
238	ALK	0.02
22848	AAK1	0.02
91807	MYLK3	0.02
147746	HIPK4	0.02
284656	EPHA10	0.02
2081	ERN1	0.01
3985	LIMK2	0.01
4915	NTRK2	0.01
9175	MAP3K13	0.01
117283	IP6K3	0.01
269	AMHR2	0
4067	LYN	0
4832	NME3	0
5232	PGK2	-0
5361	PLXNA1	0
5594	MAPK1	-0
6011	GRK1	0
10645	CAMKK2	-0
28951	TRIB2	-0
2043	EPHA4	-0.01
4140	MARK3	-0.01
5568	PRKACG	-0.01
8382	NME5	-0.01
122011	CSNK1A1L	-0.01
440275	EIF2AK4	-0.01
673	BRAF	-0.02
5607	MAP2K5	-0.02
8395	PIP5K1B	-0.02
30849	PIK3R4	-0.02
50488	MINK1	-0.02
91156	IGFN1	-0.02
415116	PIM3	-0.02
157	ADRBK2	-0.03
7048	TGFBR2	-0.03
9451	EIF2AK3	-0.03
51135	IRAK4	-0.03
81629	TSSK3	-0.03
207	AKT1	-0.04
4354	MPP1	-0.04
5635	PRPSAP1	-0.04
7535	ZAP70	-0.04
23683	PRKD3	-0.04
5599	MAPK8	-0.05
7444	VRK2	-0.05
9020	MAP3K14	-0.05
23049	SMG1	-0.05
27231	ITGB1BP3	-0.05
1018	CDK3	-0.06
3707	ITPKB	-0.06
4117	MAK	-0.06
5293	PIK3CD	-0.06
10494	STK25	-0.06
23129	PLXND1	-0.06
80122	MAP3K19	-0.06
80342	TRAF3IP3	-0.06
143098	MPP7	-0.06
1445	CSK	-0.07
1606	DGKA	-0.07
8844	KSR1	-0.07
79877	DCAKD	-0.07
149420	PDIK1L	-0.07
5163	PDK1	-0.08
5589	PRKCSH	-0.08
285220	EPHA6	-0.08
208	AKT2	-0.09
815	CAMK2A	-0.09
2987	GUK1	-0.09
5562	PRKAA1	-0.09
5563	PRKAA2	-0.09
8527	DGKD	-0.09
10654	PMVK	-0.09
51086	TNNI3K	-0.09
197259	MLKL	-0.09
3716	JAK1	-0.1
5597	MAPK6	-0.1
6198	RPS6KB1	-0.1
11200	CHEK2	-0.1
55351	STK32B	-0.1
84930	MASTL	-0.1
92335	STRADA	-0.1
1760	DMPK	-0.11
5585	PKN1	-0.11
5602	MAPK10	-0.11
11284	PNKP	-0.11
80347	COASY	-0.11
11344	TWF2	-0.12
25989	ULK3	-0.12
29922	NME7	-0.13
80025	PANK2	-0.13
2444	FRK	-0.14
5754	PTK7	-0.14
93	ACVR2B	-0.15
2241	FER	-0.15
5164	PDK2	-0.15
5313	PKLR	-0.15
9258	MFHAS1	-0.15
9942	XYLB	-0.15
2710	GK	-0.16
65267	WNK3	-0.16
115701	ALPK2	-0.16
1024	CDK8	-0.17
6787	NEK4	-0.17
204	AK2	-0.18
1198	CLK3	-0.18
2011	MARK2	-0.18
2475	FRAP1	-0.18
3815	KIT	-0.18
701	BUB1B	-0.19
23552	CCRK	-0.19
80271	ITPKC	-0.19
2050	EPHB4	-0.2
2585	GALK2	-0.2
6102	RP2	-0.2
7525	YES1	-0.2
166614	DCLK2	-0.2
5063	PAK3	-0.21
5305	PIP4K2A	-0.21
8536	CAMK1	-0.21
124923	FLJ25006	-0.21
51678	MPP6	-0.22
80201	HKDC1	-0.22
120892	LRRK2	-0.22
3643	INSR	-0.23
4214	MAP3K1	-0.23
5616	PRKY	-0.23
56155	TEX14	-0.23
1020	CDK5	-0.24
5567	PRKACB	-0.24
5603	MAPK13	-0.24
5747	PTK2	-0.24
8525	DGKZ	-0.24
4294	MAP3K10	-0.25
5582	PRKCG	-0.25
5606	MAP2K3	-0.25
3984	LIMK1	-0.26
55561	CDC42BPG	-0.26
1019	CDK4	-0.27
6416	MAP2K4	-0.27
138429	PIP5KL1	-0.27
5631	PRPS1	-0.28
9223	MAGI1	-0.28
10733	PLK4	-0.28
55300	PI4K2B	-0.28
64122	FN3K	-0.28
64398	MPP5	-0.28
114790	STK11IP	-0.28
2584	GALK1	-0.29
6788	STK3	-0.29
83440	ADPGK	-0.29
1326	MAP3K8	-0.3
2712	GK2	-0.3
3654	IRAK1	-0.3
5362	PLXNA2	-0.3
54899	PXK	-0.31
84446	BRSK1	-0.31
1021	CDK6	-0.32
58538	MPP4	-0.32
10746	MAP3K2	-0.33
114836	SLAMF6	-0.33
140901	STK35	-0.33
1459	CSNK2A2	-0.34
4486	MST1R	-0.34
5365	PLXNB3	-0.34
5592	PRKG1	-0.34
7046	TGFBR1	-0.34
51727	CMPK1	-0.34
5290	PIK3CA	-0.35
9465	AKAP7	-0.35
56848	SPHK2	-0.35
65266	WNK4	-0.35
83942	TSSK1B	-0.35
4246	SCGB2A1	-0.36
6872	TAF1	-0.36
5587	PRKD1	-0.37
10420	TESK2	-0.37
204851	HIPK1	-0.37
1841	DTYMK	-0.38
2324	FLT4	-0.38
50808	AK3	-0.39
55312	RFK	-0.39
5128	PCTK2	-0.4
23396	PIP5K1C	-0.4
9902	MRC2	-0.41
22853	LMTK2	-0.41
55359	STYK1	-0.42
65220	NADK	-0.42
255239	ANKK1	-0.42
3656	IRAK2	-0.43
1609	DGKQ	-0.44
10298	PAK4	-0.44
29941	PKN3	-0.44
57144	PAK7	-0.44
65268	WNK2	-0.44
780	DDR1	-0.45
3611	ILK	-0.46
3645	INSRR	-0.46
4598	MVK	-0.46
5753	PTK6	-0.46
2580	GAK	-0.47
10270	AKAP8	-0.47
55872	PBK	-0.47
127933	UHMK1	-0.47
132	ADK	-0.48
5578	PRKCA	-0.48
23387	SIK3	-0.48
23729	SHPK	-0.48
57147	SCYL3	-0.48
659	BMPR2	-0.49
4145	MATK	-0.49
23617	TSSK2	-0.49
84451	KIAA1804	-0.49
84630	TTBK1	-0.49
90956	ADCK2	-0.5
6259	RYK	-0.51
6789	STK4	-0.51
8394	PIP5K1A	-0.51
9252	RPS6KA5	-0.52
51755	CRKRS	-0.52
2869	GRK5	-0.53
1195	CLK1	-0.54
27102	EIF2AK1	-0.54
85481	PSKH2	-0.54
140609	NEK7	-0.54
2047	EPHB1	-0.55
8408	ULK1	-0.55
9625	AATK	-0.55
2932	GSK3B	-0.56
5287	PIK3C2B	-0.56
8859	STK19	-0.56
9641	IKBKE	-0.56
5211	PFKL	-0.57
51265	CDKL3	-0.57
55450	CAMK2N1	-0.57
130106	CIB4	-0.57
9162	DGKI	-0.58
4296	MAP3K11	-0.59
6196	RPS6KA2	-0.59
29904	EEF2K	-0.59
81788	NUAK2	-0.59
10201	NME6	-0.6
55781	RIOK2	-0.6
1263	PLK3	-0.61
5292	PIM1	-0.61
8767	RIPK2	-0.61
4356	MPP3	-0.62
8295	TRRAP	-0.62
10188	TNK2	-0.62
79906	MORN1	-0.62
3791	KDR	-0.63
11252	PACSIN2	-0.63
2185	PTK2B	-0.64
5298	PI4KB	-0.64
9344	TAOK2	-0.64
54101	RIPK4	-0.64
640	BLK	-0.65
1022	CDK7	-0.65
5595	MAPK3	-0.66
8567	MADD	-0.66
23012	STK38L	-0.66
2268	FGR	-0.68
94	ACVRL1	-0.71
26524	LATS2	-0.71
8317	CDC7	-0.72
10020	GNE	-0.72
984	CDK11B	-0.73
5584	PRKCI	-0.74
9064	MAP3K6	-0.74
56911	MAP3K7CL	-0.75
4916	NTRK3	-0.76
5604	MAP2K1	-0.77
8503	PIK3R3	-0.77
1455	CSNK1G2	-0.78
2263	FGFR2	-0.78
5832	ALDH18A1	-0.79
92	ACVR2A	-0.8
5166	PDK4	-0.8
6093	ROCK1	-0.8
132158	GLYCTK	-0.8
202374	STK32A	-0.81
3795	KHK	-0.82
4752	NEK3	-0.82
65018	PINK1	-0.82
65061	CDK15	-0.84
91584	PLXNA4	-0.84
1716	DGUOK	-0.85
699	BUB1	-0.86
6725	SRMS	-0.86
158067	AK8	-0.86
23604	DAPK2	-0.87
83549	UCK1	-0.87
23654	PLXNB2	-0.88
27148	STK36	-0.88
56990	CDC42SE2	-0.89
114783	LMTK3	-0.89
57787	MARK4	-0.9
138474	TAF1L	-0.9
146057	TTBK2	-0.9
983	CDC2	-0.91
5609	MAP2K7	-0.91
55750	AGK	-0.91
29959	NRBP1	-0.92
340371	NRBP2	-0.93
4215	MAP3K3	-0.94
203054	ADCK5	-0.94
5596	MAPK4	-0.95
1796	DOK1	-0.96
8798	DYRK4	-0.97
85443	DCLK3	-0.98
657	BMPR1A	-0.99
5294	PIK3CG	-0.99
10256	CNKSR1	-1.01
5601	MAPK9	-1.02
56924	PAK6	-1.04
6714	SRC	-1.07
54981	NMRK1	-1.07
5218	CDK14	-1.08
4355	MPP2	-1.1
5591	PRKDC	-1.1
9262	STK17B	-1.11
6300	MAPK12	-1.16
58496	LY6G5B	-1.17
1453	CSNK1D	-1.18
79012	CAMKV	-1.19
4919	ROR1	-1.2
2048	EPHB2	-1.25
9807	IP6K1	-1.25
8476	CDC42BPA	-1.26
7006	TEC	-1.29
4833	NME4	-1.31
65125	WNK1	-1.33
1147	CHUK	-1.34
9448	MAP4K4	-1.38
8621	CDC2L5	-1.4
29110	TBK1	-1.42
282974	STK32C	-1.42
8711	TNK1	-1.5
9212	AURKB	-1.52
57761	TRIB3	-1.54
6793	STK10	-1.56
22858	ICK	-1.56
23677	SH3BP4	-1.6
118788	PIK3AP1	-1.62
79858	NEK11	-1.65
11329	STK38	-1.73
8899	PRPF4B	-1.77
60385	TSKS	-1.77
7272	TTK	-1.87
29763	PACSIN3	-1.9
1452	CSNK1A1	-1.99
2065	ERBB3	-1.99
7465	WEE1	-2.02
6790	AURKA	-2.08
2045	EPHA7	-2.1
1111	CHEK1	-2.29
3099	HK2	-2.4
7083	TK1	-2.44
5347	PLK1	-2.75
