GeneID	GeneSymbol	median_z_score
122706	PSMB11	0.56
3661	IRF3	0.56
5295	PIK3R1	0.56
6794	STK11	0.56
92815	HIST3H2A	0.56
2189	FANCG	0.55
23411	SIRT1	0.55
348654	GEN1	0.55
55247	NEIL3	0.55
84266	ALKBH7	0.55
2956	MSH6	0.54
1069	CETN2	0.53
11011	TLK2	0.53
11284	PNKP	0.53
151636	DTX3L	0.53
7158	TP53BP1	0.53
8870	IER3	0.53
5426	POLE	0.52
55602	CDKN2AIP	0.52
64210	MMS19	0.5
675	BRCA2	0.5
84446	BRSK1	0.5
10111	RAD50	0.49
10463	SLC30A9	0.49
10635	RAD51AP1	0.49
7528	YY1	0.49
138151	NACC2	0.48
29935	RPA4	0.48
10973	ASCC3	0.47
9344	TAOK2	0.47
54617	INO80	0.46
9960	USP3	0.46
2237	FEN1	0.45
7913	DEK	0.45
7314	UBB	0.44
4595	MUTYH	0.43
55775	TDP1	0.43
5696	PSMB8	0.43
84464	SLX4	0.43
10535	RNASEH2A	0.42
11144	DMC1	0.42
9874	TLK1	0.42
5884	RAD17	0.41
1649	DDIT3	0.4
11201	POLI	0.39
2547	XRCC6	0.39
3981	LIG4	0.39
51322	WAC	0.39
9320	TRIP12	0.38
8930	MBD4	0.37
79661	NEIL1	0.36
80854	SETD7	0.36
9156	EXO1	0.36
142	PARP1	0.35
5424	POLD1	0.35
84126	ATRIP	0.35
5980	REV3L	0.34
728340	GTF2H2C	0.34
7336	UBE2V2	0.34
80820	EEPD1	0.34
8563	THOC5	0.34
79858	NEK11	0.33
4437	MSH3	0.32
27141	CIDEB	0.31
50484	RRM2B	0.31
581	BAX	0.31
7517	XRCC3	0.31
4862	NPAS2	0.29
54929	TMEM161A	0.29
8555	CDC14B	0.29
7874	USP7	0.28
9766	KIAA0247	0.28
51347	TAOK3	0.26
5887	RAD23B	0.26
5984	RFC4	0.26
22944	KIN	0.25
5379	PMS2L1	0.25
201299	RDM1	0.24
23300	ATMIN	0.24
254528	C16orf73	0.24
5892	RAD51L3	0.24
6047	RNF4	0.24
6446	SGK1	0.24
27244	SESN1	0.23
5387	PMS2L3	0.23
91603	ZNF830	0.23
55215	FANCI	0.22
57551	TAOK1	0.22
7515	XRCC1	0.22
5527	PPP2R5C	0.21
55929	DMAP1	0.21
57804	POLD4	0.21
5983	RFC3	0.21
91442	C19orf40	0.21
25946	ZNF385A	0.2
55031	USP47	0.2
7507	XPA	0.2
118611	C10orf90	0.19
2074	ERCC6	0.19
3508	IGHMBP2	0.19
51720	UIMC1	0.19
9100	USP10	0.19
10538	BATF	0.17
23514	KIAA0146	0.17
3162	HMOX1	0.17
80233	C17orf70	0.17
7334	UBE2N	0.16
7486	WRN	0.16
23503	ZFYVE26	0.15
7405	UVRAG	0.15
7415	VCP	0.15
7979	SHFM1	0.15
11232	POLG2	0.14
5428	POLG	0.14
6596	HLTF	0.14
1655	DDX5	0.13
3980	LIG3	0.13
51426	POLK	0.13
597	BCL2A1	0.13
598	BCL2L1	0.13
79068	FTO	0.12
79840	NHEJ1	0.12
84303	CHCHD6	0.12
1493	CTLA4	0.11
25836	NIPBL	0.11
5720	PSME1	0.11
165918	RNF168	0.1
353497	POLN	0.1
4221	MEN1	0.1
57060	PCBP4	0.1
27429	HTRA2	0.09
5721	PSME2	0.09
8445	DYRK2	0.09
7132	TNFRSF1A	0.08
8738	CRADD	0.08
9985	REC8	0.08
4332	MNDA	0.07
5715	PSMD9	0.07
1022	CDK7	0.06
113510	HELQ	0.06
1647	GADD45A	0.06
64782	AEN	0.06
79677	SMC6	0.06
257218	SHPRH	0.05
2966	GTF2H2	0.05
55159	RFWD3	0.05
7319	UBE2A	0.05
8682	PEA15	0.05
1854	DUT	0.04
221120	ALKBH3	0.04
8438	RAD54L	0.04
10397	NDRG1	0.03
1054	CEBPG	0.03
1386	ATF2	0.03
22976	PAXIP1	0.03
4439	MSH5	0.03
7832	BTG2	0.03
1026	CDKN1A	0.02
135458	HUS1B	0.02
252983	STXBP4	0.02
599	BCL2L2	0.02
22909	MTMR15	0.01
23612	PHLDA3	0.01
5965	RECQL	0.01
136647	C7orf11	0
161742	SPRED1	0
200558	APLF	0
2968	GTF2H4	-0
3364	HUS1	-0
389898	UBE2NL	-0
404672	GTF2H5	0
56852	RAD18	0
57599	WDR48	-0
7468	WHSC1	0
7516	XRCC2	-0
80279	CDK5RAP3	0
1396	CRIP1	-0.01
2073	ERCC5	-0.01
4331	MNAT1	-0.01
604	BCL6	-0.01
7141	TNP1	-0.01
26270	FBXO6	-0.02
5395	PMS2	-0.02
5706	PSMC6	-0.02
6847	SYCP1	-0.02
10039	PARP3	-0.03
200933	FBXO45	-0.03
51548	SIRT6	-0.03
5810	RAD1	-0.03
64421	DCLRE1C	-0.03
8846	ALKBH1	-0.03
2176	FANCC	-0.04
5187	PER1	-0.04
11277	TREX1	-0.05
283899	INO80E	-0.05
55010	C12orf48	-0.05
55120	FANCL	-0.05
60561	RINT1	-0.05
4361	MRE11A	-0.06
672	BRCA1	-0.06
7291	TWIST1	-0.06
100507436	MICA	-0.07
57659	ZBTB4	-0.07
84268	RPAIN	-0.07
9031	BAZ1B	-0.07
9261	MAPKAPK2	-0.08
2068	ERCC2	-0.09
2178	FANCE	-0.09
4487	MSX1	-0.09
5252	PHF1	-0.09
79913	ACTR5	-0.09
11044	POLS	-0.1
11073	TOPBP1	-0.1
7014	TERF2	-0.1
1112	FOXN3	-0.11
4773	NFATC2	-0.11
595	CCND1	-0.11
83695	C12orf32	-0.11
286257	C9orf142	-0.12
5981	RFC1	-0.12
2965	GTF2H1	-0.13
55137	FIGN	-0.13
2140	EYA3	-0.14
79035	OBFC2B	-0.14
836	CASP3	-0.14
5441	POLR2L	-0.15
64859	OBFC2A	-0.15
91801	ALKBH8	-0.15
3014	H2AFX	-0.16
11200	CHEK2	-0.17
23064	SETX	-0.17
5531	PPP4C	-0.17
65123	INTS3	-0.17
6787	NEK4	-0.17
9923	ZBTB40	-0.17
4776	NFATC4	-0.18
5595	MAPK3	-0.18
261726	TIPRL	-0.19
375748	C9orf102	-0.19
51776	ZAK	-0.19
55339	WDR33	-0.19
5886	RAD23A	-0.19
6648	SOD2	-0.19
7520	XRCC5	-0.19
9025	RNF8	-0.19
55367	LRDD	-0.2
842	CASP9	-0.2
125150	ZSWIM7	-0.21
2308	FOXO1	-0.21
4067	LYN	-0.21
55544	RBM38	-0.21
7320	UBE2B	-0.21
8517	IKBKG	-0.21
4683	NBN	-0.22
7398	USP1	-0.22
8243	SMC1A	-0.23
5893	RAD52	-0.24
6118	RPA2	-0.24
6498	SKIL	-0.24
197342	EME2	-0.25
4194	MDM4	-0.25
5591	PRKDC	-0.25
6659	SOX4	-0.25
55317	C20orf29	-0.26
2177	FANCD2	-0.27
11219	TREX2	-0.28
4176	MCM7	-0.28
64112	MOAP1	-0.28
84515	MCM8	-0.28
84944	MAEL	-0.28
1432	MAPK14	-0.29
9401	RECQL4	-0.29
23583	SMUG1	-0.3
375757	C9orf119	-0.31
6119	RPA3	-0.31
6880	TAF9	-0.31
57600	FNIP2	-0.32
6591	SNAI2	-0.32
900	CCNG1	-0.32
5883	RAD9A	-0.33
983	CDC2	-0.33
3665	IRF7	-0.36
51366	UBR5	-0.37
148581	UBE2U	-0.38
4521	NUDT1	-0.38
54780	NSMCE4A	-0.4
4292	MLH1	-0.41
28985	MCTS1	-0.42
3622	ING2	-0.42
112399	EGLN3	-0.43
2794	GNL1	-0.44
7917	BAT3	-0.44
1642	DDB1	-0.45
29086	BABAM1	-0.45
328	APEX1	-0.45
56158	TEX12	-0.45
58493	INIP	-0.46
5366	PMAIP1	-0.47
64326	RFWD2	-0.47
7919	BAT1	-0.47
23645	PPP1R15A	-0.48
84142	FAM175A	-0.48
51512	GTSE1	-0.49
23198	PSME4	-0.5
27033	ZBTB32	-0.51
4609	MYC	-0.51
9656	MDC1	-0.51
9400	RECQL5	-0.53
5710	PSMD4	-0.54
7518	XRCC4	-0.54
580	BARD1	-0.55
84893	FBXO18	-0.55
5431	POLR2B	-0.56
2138	EYA1	-0.57
201254	STRA13	-0.58
84939	MUM1	-0.58
220042	C11orf82	-0.59
7153	TOP2A	-0.59
8626	TP63	-0.59
5380	PMS2L2	-0.6
204851	HIPK1	-0.61
400410	ST20	-0.61
4913	NTHL1	-0.62
5693	PSMB5	-0.62
5707	PSMD1	-0.62
4287	ATXN3	-0.63
5440	POLR2K	-0.64
55611	OTUB1	-0.64
83990	BRIP1	-0.64
3090	HIC1	-0.65
7325	UBE2E2	-0.67
143471	PSMA8	-0.68
6996	TDG	-0.68
378708	APITD1	-0.7
6421	SFPQ	-0.7
26574	AATF	-0.73
254225	RNF169	-0.74
4796	NFKBIL2	-0.74
5689	PSMB1	-0.74
6872	TAF1	-0.74
27113	BBC3	-0.75
56916	SMARCAD1	-0.75
151987	PPP4R2	-0.76
5889	RAD51C	-0.76
9557	CHD1L	-0.76
9907	KIAA0415	-0.76
5718	PSMD12	-0.77
200734	SPRED2	-0.78
2175	FANCA	-0.79
64393	ZMAT3	-0.79
64858	DCLRE1B	-0.79
25788	RAD54B	-0.8
29089	UBE2T	-0.8
7508	XPC	-0.81
5682	PSMA1	-0.82
5932	RBBP8	-0.82
5888	RAD51	-0.84
5434	POLR2E	-0.87
5439	POLR2J	-0.88
4193	MDM2	-0.89
83932	C1orf124	-0.89
5688	PSMA7	-0.91
5719	PSMD13	-0.91
8812	CCNK	-0.92
23476	BRD4	-0.93
79915	ATAD5	-0.93
245711	SPDYA	-0.95
27301	APEX2	-0.95
5687	PSMA6	-0.95
5705	PSMC5	-0.95
5709	PSMD3	-0.95
199990	C1orf86	-0.96
9319	TRIP13	-0.96
10036	CHAF1A	-0.97
5686	PSMA5	-0.97
7023	TFAP4	-0.97
57654	KIAA1530	-0.98
51499	TRIAP1	-0.99
5694	PSMB6	-0.99
5692	PSMB4	-1
5432	POLR2C	-1.01
5691	PSMB3	-1.01
5684	PSMA3	-1.04
146956	EME1	-1.07
29965	CDIP1	-1.09
5690	PSMB2	-1.09
54962	TIPIN	-1.1
7311	UBA52	-1.1
5708	PSMD2	-1.11
144455	E2F7	-1.13
50485	SMARCAL1	-1.13
5701	PSMC2	-1.17
5111	PCNA	-1.19
6117	RPA1	-1.19
5683	PSMA2	-1.2
9861	PSMD6	-1.2
5437	POLR2H	-1.21
10213	PSMD14	-1.23
5435	POLR2F	-1.25
28992	MACROD1	-1.26
8505	PARG	-1.28
126520	PLK5	-1.31
8914	TIMELESS	-1.31
5695	PSMB7	-1.32
5704	PSMC4	-1.36
5685	PSMA4	-1.37
5714	PSMD8	-1.38
5438	POLR2I	-1.4
25988	HINFP	-1.43
5713	PSMD7	-1.46
5700	PSMC1	-1.47
5717	PSMD11	-1.47
80198	MUS81	-1.47
7161	TP73	-1.5
126074	C19orf39	-1.51
6839	SUV39H1	-1.53
5433	POLR2D	-1.54
51270	TFDP3	-1.56
147872	CCDC155	-1.62
27339	PRPF19	-1.62
1111	CHEK1	-1.63
27434	POLM	-1.64
5436	POLR2G	-1.72
7316	UBC	-1.77
5702	PSMC3	-1.8
6233	RPS27A	-1.82
5430	POLR2A	-1.92
90381	TICRR	-1.92
57697	FANCM	-2.03
79184	BRCC3	-2.03
6188	RPS3	-2.04
51514	DTL	-2.12
56949	XAB2	-2.37
